Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609641339,,,2,134.54200744628906,376.1260070800781,-,30,346.875,330,390.875,1516609639543,0,
1516609641369,,,3,134.54200744628906,376.1260070800781,10,
