Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609310167,,,2,232,396,-,37.5,371.875,337.5,415.875,1516609309010,0,
1516609310242,,,3,232,396,10,
1516609310559,,,0,0,0,-,
