Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609259629,,,2,241,401,-,37.5,371.875,337.5,415.875,1516609257393,0,
1516609259710,,,3,241,401,10,
1516609259941,,,0,0,0,-,
