Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609352918,,,2,221,386,-,37.5,371.875,337.5,415.875,1516609352107,0,
1516609353014,,,3,221,386,10,
1516609353222,,,0,0,0,-,
