Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609791198,,,2,226,397,-,37.5,371.875,337.5,415.875,1516609790714,0,
1516609791280,,,3,226,397,10,
1516609791659,,,0,0,0,-,
