Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,
1516605318199,1,676,400,-,728,353,519,419,555,455,1516605316782,0,
1516605318250,1,671,406,-,
1516605318266,1,670,408,-,
1516605318282,1,668,413,-,
1516605318299,1,662,424,-,
1516605318315,1,660,429,-,
1516605318332,1,657,431,-,
1516605318349,1,648,434,-,
1516605318365,1,643,434,-,
1516605318382,1,641,433,-,
1516605318399,1,641,431,-,
1516605318415,1,644,431,-,
1516605318432,1,645,431,-,
1516605318449,1,646,430,-,
1516605318465,1,649,430,-,
1516605318482,1,653,429,-,
1516605318499,1,656,427,-,
1516605318516,1,657,425,-,
1516605318532,1,651,422,-,
1516605318549,1,646,420,-,
1516605318565,1,644,420,-,
1516605318582,1,640,420,-,
1516605318598,1,638,420,-,
1516605318615,1,630,420,-,
1516605318632,1,624,420,-,
1516605318648,1,619,422,-,
1516605318665,1,610,425,-,
1516605318682,1,606,427,-,
1516605318698,1,600,429,-,
1516605318716,1,595,431,-,
1516605318732,1,588,433,-,
1516605318749,1,582,435,-,
1516605318765,1,576,437,-,
1516605318782,1,574,437,-,
1516605318799,1,571,438,-,
1516605318816,1,568,438,-,
1516605318832,1,566,438,-,
1516605318849,1,562,438,-,
1516605318865,1,560,438,-,
1516605318882,1,556,437,-,
1516605318899,1,550,437,-,
1516605318916,1,549,436,-,
1516605318932,1,548,436,-,
1516605319096,1,548,436,-,
1516605319103,1,547,436,-,
1516605319119,1,547,436,-,
1516605319132,1,546,436,-,
1516605319149,1,546,436,12,
1516605319191,2,546,436,-,
1516605319228,1,546,435,-,
1516605319249,1,549,434,-,
1516605319265,1,554,433,-,
1516605319282,1,561,433,-,
1516605319299,1,571,433,-,
1516605319316,1,579,433,-,
1516605319333,1,587,434,-,
1516605319349,1,593,435,-,
1516605319366,1,599,436,-,
1516605319382,1,605,437,-,
1516605319399,1,608,437,-,
1516605319416,1,609,437,-,
1516605319432,1,611,438,-,
1516605319449,1,613,438,-,
1516605319465,1,614,438,-,
1516605319483,1,618,438,-,
1516605319499,1,623,438,-,
1516605319516,1,628,438,-,
1516605319533,1,631,438,-,
1516605319549,1,636,438,-,
1516605319566,1,643,438,-,
1516605319583,1,649,438,-,
1516605319599,1,660,438,-,
1516605319616,1,666,438,-,
1516605319632,1,672,438,-,
1516605319649,1,678,438,-,
1516605319666,1,681,438,-,
1516605319683,1,682,437,-,
1516605319699,1,684,437,-,
1516605319716,1,684,437,-,
1516605319737,1,684,437,-,
1516605319753,1,684,437,-,
1516605319778,1,685,437,-,
1516605319799,1,685,437,-,
1516605319816,1,685,436,-,
1516605319832,1,686,436,-,
1516605319849,1,687,436,-,
1516605319866,1,688,436,-,
1516605319882,1,689,436,-,
1516605319899,1,689,436,-,
1516605319916,1,691,436,-,
1516605319933,1,693,436,-,
1516605319950,1,694,435,-,
1516605319966,1,695,435,-,
1516605319982,1,695,435,-,
1516605320000,1,696,435,-,
1516605320020,1,696,435,-,
1516605320038,1,696,435,-,
1516605320049,1,697,435,-,
1516605320066,1,697,435,-,
1516605320082,1,698,435,-,
1516605320100,1,698,435,-,
1516605320116,1,698,435,-,
1516605320171,1,699,435,-,
1516605320183,1,700,435,-,
1516605320199,1,700,435,-,
1516605320216,1,701,435,-,
1516605320233,1,702,435,-,
1516605320250,1,703,435,-,
1516605320266,1,703,435,-,
1516605320282,1,704,435,-,
1516605320299,1,704,435,-,
1516605320316,1,705,435,-,
1516605320333,1,705,434,-,
1516605320349,1,706,434,-,
1516605320366,1,707,434,-,
1516605320383,1,708,434,-,
1516605320544,1,708,434,-,
1516605320670,1,709,434,-,
1516605321520,1,709,434,-,
1516605321720,1,709,434,-,
1516605321821,1,709,434,-,
1516605322054,1,710,434,-,
1516605324215,3,710,434,13,
1516605324240,1,709,434,-,
1516605324249,1,708,434,-,
1516605324266,1,707,434,-,
1516605324283,1,705,432,-,
1516605324300,1,702,431,-,
1516605324316,1,698,428,-,
1516605324333,1,691,424,-,
