Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609398486,,,2,232,404,-,37.5,371.875,337.5,415.875,1516609371042,0,
1516609398547,,,3,232,404,10,
1516609398882,,,0,0,0,-,
