Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609758636,,,2,218,393,-,37.5,371.875,337.5,415.875,1516609757472,0,
1516609758698,,,3,218,393,10,
1516609759110,,,0,0,0,-,
