Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516082229196,,,1,490,58,-,575.15625,298.875,875.15625,342.875,1516082228575,0,
1516082229203,,,1,488,59,-,
1516082229216,,,1,485,60,-,
1516082229264,,,1,467,70,-,
1516082229264,,,1,443,94,-,
1516082229271,,,1,439,99,-,
1516082229283,,,1,435,102,-,
1516082229300,,,1,432,109,-,
1516082229317,,,1,430,112,-,
1516082229333,,,1,430,113,-,
1516082229350,,,1,432,115,-,
1516082229366,,,1,436,117,-,
1516082229383,,,1,441,120,-,
1516082229400,,,1,443,122,-,
1516082229417,,,1,447,123,-,
1516082229433,,,1,452,126,-,
1516082229450,,,1,457,128,-,
1516082229467,,,1,462,129,-,
1516082229483,,,1,465,129,-,
1516082229500,,,1,466,130,-,
1516082229517,,,1,468,130,-,
1516082229533,,,1,472,133,-,
1516082229551,,,1,483,138,-,
1516082229567,,,1,505,154,-,
1516082229583,,,1,544,186,-,
1516082229600,,,1,574,209,-,
1516082229617,,,1,606,233,-,
1516082229633,,,1,650,268,-,
1516082229650,,,1,662,278,-,
1516082229667,,,1,675,287,-,
1516082229683,,,1,684,294,-,
1516082229700,,,1,687,298,-,
1516082229716,,,1,688,299,-,
1516082229733,,,1,691,303,-,
1516082229750,,,1,697,311,-,
1516082229766,,,1,703,319,-,
1516082229783,,,1,710,330,-,
1516082229800,,,1,712,332,-,
1516082229817,,,1,712,332,12,
1516082229963,,,2,712,332,-,
1516082230025,,,3,712,332,10,
1516082230073,,,1,712,332,-,
