Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609768885,,,2,238,383,-,37.5,371.875,337.5,415.875,1516609766921,0,
1516609768963,,,3,238,383,10,
1516609769283,,,0,0,0,-,
