Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609724588,,,2,210,396,-,37.5,364.875,337.5,408.875,1516609724103,0,
1516609724671,,,3,210,394,10,
