Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609696676,,,2,264,407,-,37.5,371.875,337.5,415.875,1516606902210,0,
1516609696703,,,3,264,407,10,
1516609696979,,,0,0,0,-,
