Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609300853,,,2,219,395,-,37.5,371.875,337.5,415.875,1516609300110,0,
1516609300943,,,3,219,395,10,
1516609301205,,,0,0,0,-,
