Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609329165,,,2,240,393,-,37.5,371.875,337.5,415.875,1516609328080,0,
1516609329261,,,3,240,393,10,
1516609329598,,,0,0,0,-,
