Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609248801,,,2,246,399,-,37.5,371.875,337.5,415.875,1516609247164,0,
1516609248855,,,3,246,399,10,
1516609249180,,,0,0,0,-,
