Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516609654378,,,2,120.55500030517578,376.7919921875,-,30,346.875,330,390.875,1516609653067,0,
1516609654401,,,3,120.55500030517578,376.7919921875,10,
