Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516084703174,,,1,751,331,12,612.65625,298.875,912.65625,342.875,1516084702642,0,
1516084703371,,,2,751,331,-,
1516084703386,,,3,751,331,10,
