,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522830796421,1,2,2,230.0,215.0
1,1522830796461,1,3,2,230.0,215.0
2,1522830797460,1,4,2,,
3,1522830797495,1,5,2,,
4,1522830797590,1,4,2,,
5,1522830797605,1,5,2,,
6,1522830797840,1,4,2,,
7,1522830797852,1,5,2,,
8,1522830797974,1,4,2,,
9,1522830797989,1,5,2,,
10,1522830798910,2,2,2,220.0,290.0
11,1522830798957,2,3,2,220.0,290.0
12,1522830801081,2,4,2,,
13,1522830801116,2,5,2,,
14,1522830801380,2,4,2,,
15,1522830801416,2,5,2,,
16,1522830801695,2,4,2,,
17,1522830801725,2,5,2,,
18,1522830801964,2,4,2,,
19,1522830801995,2,5,2,,
20,1522830802090,2,4,2,,
21,1522830802113,2,5,2,,
22,1522830802244,2,4,2,,
23,1522830802276,2,5,2,,
24,1522830802425,2,4,2,,
25,1522830802456,2,5,2,,
26,1522830802662,2,4,2,,
27,1522830802695,2,5,2,,
28,1522830802808,2,4,2,,
29,1522830802838,2,5,2,,
30,1522830802958,2,4,2,,
31,1522830802981,2,5,2,,
32,1522830803146,2,4,2,,
33,1522830803178,2,5,2,,
34,1522830803505,3,2,2,260.0,343.0
35,1522830803581,3,3,2,260.0,343.0
36,1522830805080,3,4,2,,
37,1522830805113,3,5,2,,
38,1522830805242,3,4,2,,
39,1522830805265,3,5,2,,
40,1522830805408,3,4,2,,
41,1522830805440,3,5,2,,
42,1522830805564,3,4,2,,
43,1522830805596,3,5,2,,
44,1522830805741,3,4,2,,
45,1522830805753,3,5,2,,
46,1522830805892,3,4,2,,
47,1522830805914,3,5,2,,
48,1522830806026,3,4,2,,
49,1522830806056,3,5,2,,
50,1522830806195,3,4,2,,
51,1522830806222,3,5,2,,
52,1522830807050,4,2,2,304.0,416.0
53,1522830807096,4,3,2,304.0,416.0
54,1522830808828,4,4,2,,
55,1522830808853,4,5,2,,
56,1522830809013,4,4,2,,
57,1522830809053,4,5,2,,
58,1522830809142,4,4,2,,
59,1522830809165,4,5,2,,
60,1522830809350,4,4,2,,
61,1522830809375,4,5,2,,
62,1522830809475,4,4,2,,
63,1522830809501,4,5,2,,
64,1522830809645,4,4,2,,
65,1522830809673,4,5,2,,
66,1522830809758,4,4,2,,
67,1522830809783,4,5,2,,
68,1522830809928,4,4,2,,
69,1522830809960,4,5,2,,
70,1522830810344,5,2,2,79.0,457.0
71,1522830810416,5,3,2,79.0,457.0
72,1522830811363,6,2,7,273.0,547.0
73,1522830811424,6,3,7,273.0,547.0
