,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831849319,1,2,2,458.0,195.0
1,1522831849324,1,3,2,458.0,195.0
2,1522831852322,1,4,2,,
3,1522831852440,1,5,2,,
4,1522831852507,1,4,2,,
5,1522831852661,1,5,2,,
6,1522831852770,1,4,2,,
7,1522831852844,1,5,2,,
8,1522831852861,1,4,2,,
9,1522831852914,1,4,2,,
10,1522831852996,1,5,2,,
11,1522831853028,1,5,2,,
12,1522831853139,1,4,2,,
13,1522831853167,1,4,2,,
14,1522831853240,1,5,2,,
15,1522831853267,1,5,2,,
16,1522831853427,1,4,2,,
17,1522831853523,1,4,2,,
18,1522831853575,1,5,2,,
19,1522831853606,1,5,2,,
20,1522831854712,2,2,2,487.0,253.0
21,1522831854718,2,3,2,487.0,253.0
22,1522831855884,2,4,2,,
23,1522831856090,2,5,2,,
24,1522831856601,2,4,2,,
25,1522831856685,2,4,2,,
26,1522831856723,2,4,2,,
27,1522831856783,2,4,2,,
28,1522831856801,2,5,2,,
29,1522831856856,2,4,2,,
30,1522831856884,2,5,2,,
31,1522831856890,2,5,2,,
32,1522831856943,2,4,2,,
33,1522831856966,2,5,2,,
34,1522831857120,2,4,2,,
35,1522831857138,2,5,2,,
36,1522831857171,2,4,2,,
37,1522831857190,2,5,2,,
38,1522831857272,2,4,2,,
39,1522831857328,2,4,2,,
40,1522831857346,2,5,2,,
41,1522831857355,2,5,2,,
42,1522831857387,2,4,2,,
43,1522831857426,2,4,2,,
44,1522831857474,2,4,2,,
45,1522831857493,2,5,2,,
46,1522831857503,2,5,2,,
47,1522831857503,2,5,2,,
48,1522831857530,2,5,2,,
49,1522831857567,2,5,2,,
50,1522831858535,2,4,2,,
51,1522831858627,2,5,2,,
52,1522831859894,3,2,2,435.0,279.0
53,1522831859900,3,3,2,435.0,279.0
54,1522831862103,3,4,2,,
55,1522831862286,3,5,2,,
56,1522831862364,3,4,2,,
57,1522831862383,3,4,2,,
58,1522831862535,3,4,2,,
59,1522831862543,3,5,2,,
60,1522831862611,3,5,2,,
61,1522831862616,3,4,2,,
62,1522831862632,3,4,2,,
63,1522831862731,3,4,2,,
64,1522831862739,3,5,2,,
65,1522831862804,3,5,2,,
66,1522831862815,3,4,2,,
67,1522831862855,3,5,2,,
68,1522831862867,3,4,2,,
69,1522831862892,3,5,2,,
70,1522831862947,3,4,2,,
71,1522831862976,3,5,2,,
72,1522831863008,3,5,2,,
73,1522831863071,3,5,2,,
74,1522831863906,4,2,2,446.0,333.0
75,1522831863911,4,3,2,446.0,333.0
76,1522831864297,4,4,2,,
77,1522831864317,4,4,2,,
78,1522831864372,4,5,2,,
79,1522831864436,4,5,2,,
80,1522831864455,4,4,2,,
81,1522831864520,4,4,2,,
82,1522831864627,4,5,2,,
83,1522831864636,4,4,2,,
84,1522831864692,4,5,2,,
85,1522831864756,4,4,2,,
86,1522831864788,4,5,2,,
87,1522831864867,4,4,2,,
88,1522831864875,4,4,2,,
89,1522831864884,4,4,2,,
90,1522831864975,4,5,2,,
91,1522831864999,4,5,2,,
92,1522831865051,4,5,2,,
93,1522831865059,4,5,2,,
94,1522831865078,4,4,2,,
95,1522831865194,4,5,2,,
96,1522831866176,5,2,7,419.0,375.0
97,1522831866183,5,3,7,419.0,375.0
98,1522831866841,6,2,7,627.0,455.0
99,1522831866847,6,3,7,627.0,455.0
