,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831871947,1,2,2,460.0,205.0
1,1522831871952,1,3,2,460.0,205.0
2,1522831874121,1,4,2,,
3,1522831874216,1,5,2,,
4,1522831874370,1,4,2,,
5,1522831874432,1,5,2,,
6,1522831874479,1,4,2,,
7,1522831874622,1,5,2,,
8,1522831874728,1,4,2,,
9,1522831874808,1,5,2,,
10,1522831874948,1,4,2,,
11,1522831874988,1,4,2,,
12,1522831875003,1,5,2,,
13,1522831875009,1,5,2,,
14,1522831875146,1,4,2,,
15,1522831875209,1,5,2,,
16,1522831875462,1,4,2,,
17,1522831875564,1,5,2,,
18,1522831876755,2,2,2,445.0,245.0
19,1522831876760,2,3,2,445.0,245.0
20,1522831877628,2,4,2,,
21,1522831877691,2,5,2,,
22,1522831877830,2,4,2,,
23,1522831877918,2,5,2,,
24,1522831878220,2,4,2,,
25,1522831878265,2,5,2,,
26,1522831878381,2,4,2,,
27,1522831878442,2,5,2,,
28,1522831878703,2,4,2,,
29,1522831878787,2,5,2,,
30,1522831878877,2,4,2,,
31,1522831878998,2,4,2,,
32,1522831879154,2,4,2,,
33,1522831879174,2,5,2,,
34,1522831879194,2,5,2,,
35,1522831879307,2,4,2,,
36,1522831879316,2,4,2,,
37,1522831879350,2,5,2,,
38,1522831879448,2,4,2,,
39,1522831879494,2,5,2,,
40,1522831879498,2,5,2,,
41,1522831879586,2,4,2,,
42,1522831879630,2,5,2,,
43,1522831879667,2,5,2,,
44,1522831880565,3,2,2,461.0,300.0
45,1522831880571,3,3,2,461.0,300.0
46,1522831880951,3,4,2,,
47,1522831881237,3,5,2,,
48,1522831881242,3,4,2,,
49,1522831881386,3,4,2,,
50,1522831881482,3,5,2,,
51,1522831881486,3,5,2,,
52,1522831881498,3,4,2,,
53,1522831881510,3,4,2,,
54,1522831881570,3,5,2,,
55,1522831881581,3,5,2,,
56,1522831881804,3,4,2,,
57,1522831881823,3,4,2,,
58,1522831882027,3,4,2,,
59,1522831882028,3,5,2,,
60,1522831882063,3,4,2,,
61,1522831882071,3,5,2,,
62,1522831882072,3,4,2,,
63,1522831882167,3,4,2,,
64,1522831882176,3,5,2,,
65,1522831882267,3,4,2,,
66,1522831882279,3,5,2,,
67,1522831882295,3,5,2,,
68,1522831882375,3,5,2,,
69,1522831882451,3,5,2,,
70,1522831883415,4,2,2,477.0,330.0
71,1522831883420,4,3,2,477.0,330.0
72,1522831883835,4,4,2,,
73,1522831883975,4,4,2,,
74,1522831884051,4,5,2,,
75,1522831884147,4,4,2,,
76,1522831884220,4,4,2,,
77,1522831884234,4,5,2,,
78,1522831884234,4,5,2,,
79,1522831884250,4,4,2,,
80,1522831884266,4,4,2,,
81,1522831884376,4,4,2,,
82,1522831884415,4,5,2,,
83,1522831884439,4,5,2,,
84,1522831884447,4,5,2,,
85,1522831884503,4,4,2,,
86,1522831884505,4,4,2,,
87,1522831884506,4,4,2,,
88,1522831884539,4,5,2,,
89,1522831884655,4,4,2,,
90,1522831884663,4,4,2,,
91,1522831884671,4,5,2,,
92,1522831884691,4,5,2,,
93,1522831884699,4,5,2,,
94,1522831884811,4,4,2,,
95,1522831884823,4,5,2,,
96,1522831884827,4,5,2,,
97,1522831884888,4,5,2,,
98,1522831886217,5,2,7,419.0,380.0
99,1522831886221,5,3,7,419.0,380.0
100,1522831887015,6,2,7,586.0,448.0
101,1522831887021,6,3,7,586.0,448.0
