,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831427393,1,2,2,143.0,220.0
1,1522831427396,1,3,2,143.0,220.0
2,1522831429878,1,4,2,,
3,1522831430154,1,5,2,,
4,1522831430791,1,4,2,,
5,1522831430926,1,4,2,,
6,1522831431012,1,4,2,,
7,1522831431081,1,4,2,,
8,1522831431108,1,5,2,,
9,1522831431123,1,5,2,,
10,1522831431168,1,5,2,,
11,1522831431172,1,5,2,,
12,1522831431255,1,4,2,,
13,1522831431320,1,4,2,,
14,1522831431400,1,4,2,,
15,1522831431469,1,4,2,,
16,1522831431497,1,5,2,,
17,1522831431549,1,4,2,,
18,1522831431570,1,5,2,,
19,1522831431578,1,5,2,,
20,1522831431627,1,4,2,,
21,1522831431648,1,5,2,,
22,1522831431657,1,5,2,,
23,1522831431658,1,5,2,,
24,1522831431917,1,4,2,,
25,1522831432006,1,5,2,,
26,1522831433780,2,2,2,77.0,288.0
27,1522831433785,2,3,2,77.0,288.0
28,1522831434401,2,4,2,,
29,1522831434471,2,4,2,,
30,1522831434539,2,4,2,,
31,1522831434572,2,5,2,,
32,1522831434598,2,4,2,,
33,1522831434621,2,5,2,,
34,1522831434674,2,4,2,,
35,1522831434695,2,5,2,,
36,1522831434752,2,5,2,,
37,1522831434830,2,4,2,,
38,1522831434879,2,4,2,,
39,1522831434919,2,5,2,,
40,1522831434925,2,5,2,,
41,1522831434956,2,4,2,,
42,1522831435013,2,4,2,,
43,1522831435088,2,5,2,,
44,1522831435136,2,5,2,,
45,1522831435198,2,5,2,,
46,1522831435515,2,4,2,,
47,1522831435646,2,5,2,,
48,1522831437380,3,2,2,63.0,349.0
49,1522831437384,3,3,2,63.0,349.0
50,1522831438095,3,4,2,,
51,1522831438181,3,4,2,,
52,1522831438226,3,5,2,,
53,1522831438240,3,4,2,,
54,1522831438251,3,5,2,,
55,1522831438274,3,4,2,,
56,1522831438370,3,4,2,,
57,1522831438402,3,5,2,,
58,1522831438414,3,5,2,,
59,1522831438439,3,4,2,,
60,1522831438547,3,5,2,,
61,1522831438566,3,4,2,,
62,1522831438575,3,4,2,,
63,1522831438588,3,5,2,,
64,1522831438650,3,4,2,,
65,1522831438682,3,5,2,,
66,1522831438754,3,5,2,,
67,1522831438806,3,5,2,,
68,1522831439872,4,2,2,63.0,447.0
69,1522831439877,4,3,2,63.0,447.0
70,1522831440182,4,4,2,,
71,1522831440318,4,4,2,,
72,1522831440335,4,5,2,,
73,1522831440383,4,4,2,,
74,1522831440391,4,4,2,,
75,1522831440430,4,5,2,,
76,1522831440486,4,5,2,,
77,1522831440486,4,4,2,,
78,1522831440546,4,5,2,,
79,1522831440622,4,5,2,,
80,1522831440626,4,4,2,,
81,1522831440686,4,4,2,,
82,1522831440722,4,5,2,,
83,1522831440750,4,4,2,,
84,1522831440818,4,5,2,,
85,1522831440866,4,5,2,,
86,1522831442106,5,2,2,75.0,480.0
87,1522831442110,5,3,2,75.0,480.0
88,1522831443203,6,2,7,172.0,572.0
89,1522831443209,6,3,7,172.0,572.0
