,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831457714,1,2,2,489.0,184.0
1,1522831457723,1,3,2,489.0,184.0
2,1522831459058,1,4,2,,
3,1522831459249,1,4,2,,
4,1522831459270,1,5,2,,
5,1522831459418,1,5,2,,
6,1522831459482,1,4,2,,
7,1522831459592,1,4,2,,
8,1522831459630,1,5,2,,
9,1522831459664,1,4,2,,
10,1522831459683,1,5,2,,
11,1522831459840,1,5,2,,
12,1522831460072,1,4,2,,
13,1522831460108,1,5,2,,
14,1522831460727,1,4,2,,
15,1522831460829,1,5,2,,
16,1522831462330,1,2,2,531.0,216.0
17,1522831462336,1,3,2,531.0,216.0
18,1522831463155,2,2,2,531.0,232.0
19,1522831463161,2,3,2,531.0,232.0
20,1522831463718,2,4,2,,
21,1522831463857,2,4,2,,
22,1522831463882,2,5,2,,
23,1522831464055,2,4,2,,
24,1522831464071,2,5,2,,
25,1522831464141,2,4,2,,
26,1522831464171,2,5,2,,
27,1522831464207,2,4,2,,
28,1522831464254,2,5,2,,
29,1522831464351,2,5,2,,
30,1522831464704,2,4,2,,
31,1522831464801,2,5,2,,
32,1522831465842,3,2,2,470.0,293.0
33,1522831465848,3,3,2,470.0,293.0
34,1522831466289,3,4,2,,
35,1522831466452,3,4,2,,
36,1522831466512,3,5,2,,
37,1522831466627,3,4,2,,
38,1522831466671,3,5,2,,
39,1522831466787,3,5,2,,
40,1522831466788,3,4,2,,
41,1522831466808,3,4,2,,
42,1522831466863,3,5,2,,
43,1522831466920,3,5,2,,
44,1522831467388,4,2,2,453.0,331.0
45,1522831467394,4,3,2,453.0,331.0
46,1522831467550,4,4,2,,
47,1522831467726,4,4,2,,
48,1522831467766,4,5,2,,
49,1522831467863,4,4,2,,
50,1522831467927,4,5,2,,
51,1522831468055,4,5,2,,
52,1522831468109,4,4,2,,
53,1522831468180,4,4,2,,
54,1522831468249,4,5,2,,
55,1522831468328,4,5,2,,
56,1522831468952,5,2,2,410.0,377.0
57,1522831468958,5,3,2,410.0,377.0
58,1522831469689,6,2,7,591.0,460.0
59,1522831469696,6,3,7,591.0,460.0
