,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831171342,1,2,2,220.0,223.0
1,1522831171382,1,3,2,220.0,223.0
2,1522831172533,1,4,2,,
3,1522831172571,1,5,2,,
4,1522831172717,1,4,2,,
5,1522831172747,1,5,2,,
6,1522831172927,1,4,2,,
7,1522831172965,1,5,2,,
8,1522831172999,1,4,2,,
9,1522831173040,1,5,2,,
10,1522831173131,1,4,2,,
11,1522831173141,1,5,2,,
12,1522831173229,1,4,2,,
13,1522831173238,1,5,2,,
14,1522831174481,1,4,2,,
15,1522831174497,1,5,2,,
16,1522831174589,1,4,2,,
17,1522831174605,1,5,2,,
18,1522831174736,1,4,2,,
19,1522831174755,1,5,2,,
20,1522831174870,1,4,2,,
21,1522831174890,1,5,2,,
22,1522831175599,1,4,2,,
23,1522831175621,1,5,2,,
24,1522831175902,1,4,2,,
25,1522831175935,1,5,2,,
26,1522831176098,1,4,2,,
27,1522831176115,1,5,2,,
28,1522831176727,2,2,2,239.0,284.0
29,1522831176774,2,3,2,239.0,284.0
30,1522831178071,2,4,2,,
31,1522831178099,2,5,2,,
32,1522831178351,2,4,2,,
33,1522831178385,2,5,2,,
34,1522831178546,2,4,2,,
35,1522831178566,2,5,2,,
36,1522831178683,2,4,2,,
37,1522831178720,2,5,2,,
38,1522831178781,2,4,2,,
39,1522831178804,2,5,2,,
40,1522831178914,2,4,2,,
41,1522831178931,2,5,2,,
42,1522831179268,2,4,2,,
43,1522831179297,2,5,2,,
44,1522831179416,2,4,2,,
45,1522831179441,2,5,2,,
46,1522831179567,2,4,2,,
47,1522831179597,2,5,2,,
48,1522831179771,2,4,2,,
49,1522831179805,2,5,2,,
50,1522831179880,2,4,2,,
51,1522831179901,2,5,2,,
52,1522831180050,2,4,2,,
53,1522831180084,2,5,2,,
54,1522831180131,2,4,2,,
55,1522831180147,2,5,2,,
56,1522831180265,2,4,2,,
57,1522831180285,2,5,2,,
58,1522831180401,3,2,2,224.0,343.0
59,1522831180466,3,3,2,224.0,343.0
60,1522831180982,4,2,2,231.0,405.0
61,1522831181013,4,3,2,231.0,405.0
62,1522831181501,4,4,2,,
63,1522831181514,4,5,2,,
64,1522831181630,4,4,2,,
65,1522831181637,4,5,2,,
66,1522831181815,4,4,2,,
67,1522831181833,4,5,2,,
68,1522831181963,4,4,2,,
69,1522831181981,4,5,2,,
70,1522831182107,4,4,2,,
71,1522831182124,4,5,2,,
72,1522831182862,3,2,2,241.0,356.0
73,1522831182932,3,3,2,241.0,356.0
74,1522831184324,3,4,2,,
75,1522831184356,3,5,2,,
76,1522831184448,3,4,2,,
77,1522831184475,3,5,2,,
78,1522831184530,3,4,2,,
79,1522831184546,3,5,2,,
80,1522831184665,3,4,2,,
81,1522831184695,3,5,2,,
82,1522831184730,3,4,2,,
83,1522831184744,3,5,2,,
84,1522831184831,3,4,2,,
85,1522831184847,3,5,2,,
86,1522831186891,5,2,7,82.0,470.0
87,1522831186932,5,3,7,82.0,470.0
88,1522831187724,6,2,7,261.0,558.0
89,1522831187751,6,3,7,261.0,558.0
