,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831958509,1,2,2,490.0,188.0
1,1522831958516,1,3,2,490.0,188.0
2,1522831960384,1,4,2,,
3,1522831960481,1,5,2,,
4,1522831960567,1,4,2,,
5,1522831960691,1,5,2,,
6,1522831961536,1,4,2,,
7,1522831961627,1,5,2,,
8,1522831961710,1,4,2,,
9,1522831961777,1,5,2,,
10,1522831961839,1,4,2,,
11,1522831961939,1,4,2,,
12,1522831961979,1,5,2,,
13,1522831962067,1,5,2,,
14,1522831962104,1,4,2,,
15,1522831962214,1,5,2,,
16,1522831962394,1,4,2,,
17,1522831962463,1,4,2,,
18,1522831962515,1,5,2,,
19,1522831962531,1,5,2,,
20,1522831962710,1,4,2,,
21,1522831962812,1,5,2,,
22,1522831963860,2,2,2,438.0,230.0
23,1522831963866,2,3,2,438.0,230.0
24,1522831964601,2,4,2,,
25,1522831964821,2,4,2,,
26,1522831964881,2,5,2,,
27,1522831965073,2,4,2,,
28,1522831965084,2,5,2,,
29,1522831965261,2,5,2,,
30,1522831965287,2,4,2,,
31,1522831965450,2,4,2,,
32,1522831965527,2,5,2,,
33,1522831965579,2,5,2,,
34,1522831965834,3,2,2,456.0,293.0
35,1522831965840,3,3,2,456.0,293.0
36,1522831966579,3,4,2,,
37,1522831966790,3,4,2,,
38,1522831966894,3,5,2,,
39,1522831966938,3,4,2,,
40,1522831966966,3,5,2,,
41,1522831967006,3,4,2,,
42,1522831967098,3,5,2,,
43,1522831967286,3,4,2,,
44,1522831967293,3,5,2,,
45,1522831967398,3,4,2,,
46,1522831967586,3,5,2,,
47,1522831967590,3,5,2,,
48,1522831968164,4,2,2,464.0,349.0
49,1522831968171,4,3,2,464.0,349.0
50,1522831968281,4,4,2,,
51,1522831968521,4,4,2,,
52,1522831968557,4,5,2,,
53,1522831968693,4,4,2,,
54,1522831968889,4,5,2,,
55,1522831968916,4,5,2,,
56,1522831968921,4,4,2,,
57,1522831969073,4,4,2,,
58,1522831969157,4,5,2,,
59,1522831969293,4,5,2,,
60,1522831969593,5,2,7,415.0,375.0
61,1522831969600,5,3,7,415.0,375.0
62,1522831970241,6,2,7,577.0,445.0
63,1522831970245,6,3,7,577.0,445.0
