,Time_Acc,Acc_x,Acc_y,Acc_z,Time_Gra,Gra_x,Gra_y,Gra_z,Time_Gyr,Gyr_x,Gyr_y,Gyr_z,Time_Light,Light,Time_LAcc,LAcc_x,LAcc_y,LAcc_z,Time_Mag,Mag_x,Mag_y,Mag_z,Time_Pres,Pres,Time_Prox,Prox,Time_ReHum,ReHum,Time_Rov,Rov_w,Rov_x,Rov_y,Rov_z,Time_SteCou,SteCou,Time_TSD,TSD_value,scenario,behavior
27,1509087248384.0,-1.7908629179000854,4.347870349884033,8.935160636901855,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.08172208815813065,0.054481390863657,-0.7082580327987671,1509087248384.0,-4.559999942779541,-36.71999740600586,-2.5799999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,1509087248384.0,-1.867477297782898,4.443638324737549,8.504204750061035,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.13620346784591675,-0.20430520176887512,0.44947144389152527,1509087248384.0,-4.619999885559082,-37.07999801635742,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1509087248384.0,-1.8100165128707886,4.3191399574279785,8.465897560119629,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.054481390863657,-0.108962781727314,0.01362034771591425,1509087248384.0,-4.619999885559082,-36.779998779296875,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,1509087248384.0,-1.9632453918457031,4.587290287017822,7.939172744750977,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.12258312106132507,-0.23154591023921967,-0.0272406954318285,1509087248384.0,-4.259999752044678,-37.20000076293945,-2.5799999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,1509087248384.0,-2.0590133666992188,4.51067590713501,8.762778282165527,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.04086104407906532,0.04086104407906532,-0.544813871383667,1509087248384.0,-4.319999694824219,-37.619998931884766,-2.3399999141693115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,1509087248384.0,-2.4420857429504395,4.683058738708496,8.552088737487793,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.13620346784591675,-0.04086104407906532,0.2724069356918335,1509087248384.0,-3.8999998569488525,-37.73999786376953,-2.2799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,1509087248384.0,-2.250549554824829,4.606443881988525,7.718906402587891,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.5175732374191284,0.13620346784591675,0.06810173392295837,1509087248384.0,-3.8399999141693115,-38.099998474121094,-2.2799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,1509087248384.0,-1.8100165128707886,4.395754337310791,7.536946773529053,1509087248384.0,-1.920469045639038,4.549196243286133,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.3268883526325226,0.054481390863657,-0.7627394795417786,1509087248384.0,-4.199999809265137,-37.5,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,1509087248384.0,-2.2697031497955322,4.2329487800598145,9.442731857299805,1509087248384.0,-1.9613299369812012,4.562816143035889,8.471856117248535,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.1634441763162613,-0.17706450819969177,-0.9398040175437927,1509087248384.0,-4.079999923706055,-37.02000045776367,-2.5199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,1509087248384.0,-2.145204782485962,4.280832767486572,9.069235801696777,1509087248384.0,-2.0021910667419434,4.562816143035889,8.458235740661621,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.2587866187095642,-0.34050869941711426,0.9806649684906006,1509087248384.0,-4.440000057220459,-36.36000061035156,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,1509087248384.0,-2.030282974243164,4.3861775398254395,7.105990409851074,1509087248384.0,-2.0158114433288574,4.562816143035889,8.458235740661621,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.12258312106132507,-0.28602728247642517,0.6129156351089478,1509087248384.0,-4.799999713897705,-35.57999801635742,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,1509087248384.0,-1.436521053314209,3.88818359375,8.571242332458496,1509087248384.0,-2.0158114433288574,4.562816143035889,8.458235740661621,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.01362034771591425,-0.17706450819969177,-1.3484143018722534,1509087248384.0,-5.159999847412109,-35.040000915527344,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,1509087248384.0,-2.1547815799713135,4.2329487800598145,8.47547435760498,1509087248384.0,-2.0158114433288574,4.549196243286133,8.458235740661621,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.5856749415397644,-0.6673970222473145,0.108962781727314,1509087248384.0,-5.699999809265137,-34.55999755859375,-2.3999998569488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,1509087248384.0,-1.7334020137786865,3.993528366088867,8.59997272491455,1509087248384.0,-2.0294318199157715,4.521955490112305,8.471856117248535,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,-0.12258312106132507,-0.29964765906333923,0.0,1509087248384.0,-6.119999885559082,-34.31999969482422,-2.5799999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,1509087248384.0,-1.7812861204147339,4.050989151000977,8.418013572692871,1509087248384.0,-2.0430521965026855,4.4810943603515625,8.48547649383545,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.3132679760456085,-0.4903324842453003,0.108962781727314,1509087248384.0,-6.359999656677246,-34.2599983215332,-2.700000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,1509087248384.0,-1.7812861204147339,4.050989151000977,8.580819129943848,1509087248384.0,-2.0430521965026855,4.453853607177734,8.512717247009277,0.0,0.0,0.0,0.0,0.0,0.0,1509087248384.0,0.2724069356918335,-0.40861040353775024,-0.09534243494272232,1509087248384.0,-6.359999656677246,-34.31999969482422,-2.5799999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
