time,Acc_x,Acc_y,Acc_z,id,scenario,behavior,class,Rss
1509149376512.0,-0.009576806798577309,-0.2777273952960968,9.768342971801758,0,1,1,4,95.49774863607522
1509149376512.0,0.10534487664699554,-0.2873041927814484,9.710882186889648,0,1,1,4,94.39487408987625
1509149376512.0,0.1628057211637497,-0.26815059781074524,9.730035781860352,0,1,1,4,94.77200676223269
1509149376512.0,0.2011129409074784,-0.3543418645858765,9.720458984375,0,1,1,4,94.65332743891531
1509149376512.0,0.08619125932455063,-0.3351882398128509,9.797073364257812,0,1,1,4,96.10242659394268
1509149376512.0,0.05746084079146385,-0.31603461503982544,9.787496566772461,0,1,1,4,95.89826867071054
1509149376512.0,0.07661445438861847,-0.2968810200691223,9.730035781860352,0,1,1,4,94.76760443098134
1509149376512.0,0.1149216815829277,-0.2968810200691223,9.749189376831056,0,1,1,4,95.14803883829065
1509149376512.0,0.12449848651885985,-0.2968810200691223,9.739612579345703,0,1,1,4,94.96369140897183
1509149376512.0,0.08619125932455063,-0.31603461503982544,9.730035781860352,0,1,1,4,94.78090312737011
1509149376512.0,0.12449848651885985,-0.2968810200691223,9.710882186889648,0,1,1,4,94.40487106087345
1509149376512.0,0.15322890877723694,-0.2968810200691223,9.710882186889648,0,1,1,4,94.41285028621303
1509149376512.0,0.10534487664699554,-0.2873041927814484,9.816226959228516,0,1,1,4,96.45195295731028
1509149376512.0,0.05746084079146385,-0.3064578175544739,9.816226959228516,0,1,1,4,96.45552985724942
1509149376512.0,0.13407529890537262,-0.2968810200691223,9.816226959228516,0,1,1,4,96.46442624093856
1509149376512.0,0.22026655077934265,-0.31603461503982544,9.691728591918944,0,1,1,4,94.07799833071475
1509149376512.0,0.2585737705230713,-0.2777273952960968,9.672574996948242,0,1,1,4,93.70269997248876
1509149376512.0,0.1628057211637497,-0.2394201755523681,9.739612579345703,0,1,1,4,94.94388091905424
1509149376512.0,0.1628057211637497,-0.2777273952960968,9.77791976928711,0,1,1,4,95.71135322355728
1509149376512.0,0.2011129409074784,-0.2968810200691223,9.758766174316406,0,1,1,4,95.3621020000598
1509149376512.0,0.2106897532939911,-0.2777273952960968,9.701305389404297,0,1,1,4,94.23684893672589
1509149376512.0,0.1149216815829277,-0.22026655077934265,9.758766174316406,0,1,1,4,95.29524159127214
1509149376512.0,0.08619125932455063,-0.22026655077934265,9.825803756713867,0,1,1,4,96.60236575202853
1509149376512.0,0.17238251864910126,-0.2777273952960968,9.768342971801758,0,1,1,4,95.52737265358256
1509149376512.0,0.2489969730377197,-0.2585737705230713,9.720458984375,0,1,1,4,94.61618275430112
1509149376512.0,0.22026655077934265,-0.2394201755523681,9.720458984375,0,1,1,4,94.59316224077041
1509149376512.0,0.17238251864910126,-0.2489969730377197,9.720458984375,0,1,1,4,94.57903809223441
1509149376512.0,0.17238251864910126,-0.2489969730377197,9.739612579345703,0,1,1,4,94.95176842106682
1509149376512.0,0.1915361285209656,-0.2011129409074784,9.768342971801758,0,1,1,4,95.49765691827805
1509149376512.0,0.22026655077934265,-0.2298433631658554,9.83538055419922,0,1,1,4,96.83605597090379
1509149376512.0,0.2394201755523681,-0.2106897532939911,9.854534149169922,0,1,1,4,97.21355548976076
1509149376512.0,0.2394201755523681,-0.2489969730377197,9.77791976928711,0,1,1,4,95.72703652765915
1509149376512.0,0.2489969730377197,-0.2489969730377197,9.749189376831056,0,1,1,4,95.17069249047941
1509149376512.0,0.2298433631658554,-0.2489969730377197,9.797073364257812,0,1,1,4,96.09747396882324
1509149376512.0,0.2873041927814484,-0.2298433631658554,9.825803756713867,0,1,1,4,96.68179113623354
1509149376512.0,0.3064578175544739,-0.2106897532939911,9.768342971801758,0,1,1,4,95.55883098083213
1509149376512.0,0.2394201755523681,-0.22026655077934265,9.682151794433594,0,1,1,4,93.84990274430741
1509149376512.0,0.2585737705230713,-0.2394201755523681,9.672574996948242,0,1,1,4,93.68288948685233
1509149376512.0,0.2777273952960968,-0.22026655077934265,9.797073364257812,0,1,1,4,96.10829636414007
1509149376512.0,0.31603461503982544,-0.2394201755523681,9.883264541625977,0,1,1,4,97.83611789812622
1509149376512.0,0.2489969730377197,-0.2777273952960968,9.83538055419922,0,1,1,4,96.87384264460006
1509149376512.0,0.181959331035614,-0.2011129409074784,9.806650161743164,0,1,1,4,96.24394300796861
1509149376512.0,0.3064578175544739,-0.2298433631658554,9.701305389404297,0,1,1,4,94.2620706240165
1509149376512.0,0.4213795065879822,-0.22026655077934265,9.672574996948242,0,1,1,4,93.78478511355284
1509149376512.0,0.3734954595565796,-0.22026655077934265,9.701305389404297,0,1,1,4,94.30334247018646
1509149376512.0,0.363918662071228,-0.2011129409074784,9.77791976928711,0,1,1,4,95.78059822221985
1509149376512.0,0.2873041927814484,-0.2106897532939911,9.825803756713867,0,1,1,4,96.67335333678523
1509149376512.0,0.31603461503982544,-0.26815059781074524,9.883264541625977,0,1,1,4,97.85070062077095
1509149376512.0,0.363918662071228,-0.22026655077934265,9.883264541625977,0,1,1,4,97.85987214575727
1509149376512.0,0.2968810200691223,-0.1628057211637497,9.83538055419922,0,1,1,4,96.84935468884109
1509149376512.0,-0.019153613597154617,0.0,9.768342971801758,1,1,1,4,95.42089127566263
1509149376512.0,-0.1149216815829277,-0.019153613597154617,9.864110946655273,1,1,1,4,97.31425862173607
1509149376512.0,-0.08619125932455063,-0.009576806798577309,9.758766174316406,1,1,1,4,95.24103789339448
1509149376512.0,-0.12449848651885985,-0.009576806798577309,9.653421401977539,1,1,1,4,93.20413635253195
1509149376512.0,-0.1915361285209656,0.0,9.701305389404297,1,1,1,4,94.15201234701365
1509149376512.0,-0.3064578175544739,-0.019153613597154617,9.797073364257812,1,1,1,4,96.07692975950397
1509149376512.0,-0.13407529890537262,-0.019153613597154617,9.84495735168457,1,1,1,4,96.94152830317846
1509149376512.0,0.0,0.0,9.768342971801758,1,1,1,4,95.4205244147488
1509149376512.0,-0.1149216815829277,0.019153613597154617,9.768342971801758,1,1,1,4,95.43409826856048
1509149376512.0,-0.2489969730377197,-0.019153613597154617,9.911994934082033,1,1,1,4,98.31000992676366
1509149376512.0,-0.1149216815829277,-0.009576806798577309,9.873687744140623,1,1,1,4,97.50300837691906
1509149376512.0,-0.028730420395731926,0.009576806798577309,9.758766174316406,1,1,1,4,95.23443439726664
1509149376512.0,-0.14365209639072418,0.0,9.672574996948242,1,1,1,4,93.57934299638573
1509149376512.0,-0.31603461503982544,0.019153613597154617,9.720458984375,1,1,1,4,94.58756760573385
1509149376512.0,-0.1628057211637497,0.019153613597154617,9.787496566772461,1,1,1,4,95.82196160834019
1509149376512.0,-0.2394201755523681,0.009576806798577309,9.864110946655273,1,1,1,4,97.35809850361439
1509149376512.0,-0.17238251864910126,0.009576806798577309,9.787496566772461,1,1,1,4,95.82489649254697
1509149376512.0,-0.14365209639072418,0.028730420395731926,9.768342971801758,1,1,1,4,95.44198577660237
1509149376512.0,-0.22026655077934265,0.019153613597154617,9.816226959228516,1,1,1,4,96.40719592939077
1509149376512.0,-0.2394201755523681,0.009576806798577309,9.873687744140623,1,1,1,4,97.54712340448275
1509149376512.0,-0.2011129409074784,0.028730420395731926,9.749189376831056,1,1,1,4,95.08796535737208
1509149376512.0,-0.14365209639072418,0.05746084079146385,9.701305389404297,1,1,1,4,94.13926393150676
1509149376512.0,-0.2106897532939911,0.047884032130241394,9.720458984375,1,1,1,4,94.53400591959279
1509149376512.0,-0.17238251864910126,0.028730420395731926,9.825803756713867,1,1,1,4,96.57696063524426
1509149376512.0,-0.2011129409074784,0.019153613597154617,9.931148529052734,1,1,1,4,98.66852438202058
1509149376512.0,-0.2106897532939911,0.009576806798577309,9.911994934082033,1,1,1,4,98.29212546063943
1509149376512.0,-0.2298433631658554,0.028730420395731926,9.749189376831056,1,1,1,4,95.10034691396302
1509149376512.0,-0.2011129409074784,0.028730420395731926,9.768342971801758,1,1,1,4,95.46179626680537
1509149376512.0,-0.17238251864910126,0.019153613597154617,9.816226959228516,1,1,1,4,96.38839430873435
1509149376512.0,-0.2106897532939911,0.009576806798577309,9.787496566772461,1,1,1,4,95.83957093195426
1509149376512.0,-0.2585737705230713,0.009576806798577309,9.768342971801758,1,1,1,4,95.48747652477978
1509149376512.0,-0.0957680642604828,-0.019153613597154617,9.758766174316406,1,1,1,4,95.2430556280281
1509149376512.0,-0.0957680642604828,0.019153613597154617,9.787496566772461,1,1,1,4,95.80462742762874
1509149376512.0,-0.181959331035614,0.0,9.83538055419922,1,1,1,4,96.76781984407108
1509149376512.0,-0.15322890877723694,0.009576806798577309,9.806650161743164,1,1,1,4,96.19395820853074
