,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522830979880,1,2,2,233.0,226.0
1,1522830979908,1,3,2,233.0,226.0
2,1522830981076,1,4,2,,
3,1522830981104,1,5,2,,
4,1522830981204,1,4,2,,
5,1522830981224,1,5,2,,
6,1522830981320,1,4,2,,
7,1522830981328,1,5,2,,
8,1522830981504,1,4,2,,
9,1522830981516,1,5,2,,
10,1522830981591,1,4,2,,
11,1522830981609,1,5,2,,
12,1522830981705,1,4,2,,
13,1522830981714,1,5,2,,
14,1522830981787,1,4,2,,
15,1522830981794,1,5,2,,
16,1522830981921,1,4,2,,
17,1522830981930,1,5,2,,
18,1522830982726,2,2,2,227.0,288.0
19,1522830982778,2,3,2,227.0,288.0
20,1522830984164,2,4,2,,
21,1522830984199,2,5,2,,
22,1522830984322,2,4,2,,
23,1522830984337,2,5,2,,
24,1522830984438,2,4,2,,
25,1522830984455,2,5,2,,
26,1522830984573,2,4,2,,
27,1522830984595,2,5,2,,
28,1522830984640,2,4,2,,
29,1522830984655,2,5,2,,
30,1522830984762,2,4,2,,
31,1522830984790,2,5,2,,
32,1522830984796,2,4,2,,
33,1522830984807,2,5,2,,
34,1522830985307,2,4,2,,
35,1522830985338,2,5,2,,
36,1522830985591,2,4,2,,
37,1522830985613,2,5,2,,
38,1522830986256,2,4,2,,
39,1522830986274,2,5,2,,
40,1522830986475,2,4,2,,
41,1522830986500,2,5,2,,
42,1522830986660,2,4,2,,
43,1522830986690,2,5,2,,
44,1522830986790,2,4,2,,
45,1522830986811,2,5,2,,
46,1522830986961,2,4,2,,
47,1522830986992,2,5,2,,
48,1522830987090,2,4,2,,
49,1522830987111,2,5,2,,
50,1522830987665,3,2,7,252.0,374.0
51,1522830987689,3,3,7,252.0,374.0
