,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831713996,1,2,2,443.0,201.0
1,1522831714000,1,3,2,443.0,201.0
2,1522831715162,1,4,2,,
3,1522831715366,1,4,2,,
4,1522831715398,1,4,2,,
5,1522831715427,1,5,2,,
6,1522831715586,1,4,2,,
7,1522831715592,1,5,2,,
8,1522831715630,1,4,2,,
9,1522831715640,1,5,2,,
10,1522831715710,1,4,2,,
11,1522831715724,1,5,2,,
12,1522831715726,1,4,2,,
13,1522831715804,1,5,2,,
14,1522831715809,1,4,2,,
15,1522831715850,1,4,2,,
16,1522831715857,1,4,2,,
17,1522831715880,1,5,2,,
18,1522831715916,1,5,2,,
19,1522831715963,1,5,2,,
20,1522831715973,1,4,2,,
21,1522831715988,1,5,2,,
22,1522831715990,1,4,2,,
23,1522831716039,1,5,2,,
24,1522831716123,1,5,2,,
25,1522831716129,1,4,2,,
26,1522831716141,1,4,2,,
27,1522831716219,1,5,2,,
28,1522831716231,1,5,2,,
29,1522831716252,1,5,2,,
30,1522831717094,2,2,2,464.0,242.0
31,1522831717099,2,3,2,464.0,242.0
32,1522831717451,2,4,2,,
33,1522831717540,2,5,2,,
34,1522831717803,2,4,2,,
35,1522831717883,2,5,2,,
36,1522831717888,2,4,2,,
37,1522831717915,2,4,2,,
38,1522831718044,2,4,2,,
39,1522831718051,2,4,2,,
40,1522831718056,2,5,2,,
41,1522831718059,2,5,2,,
42,1522831718140,2,5,2,,
43,1522831718168,2,4,2,,
44,1522831718227,2,5,2,,
45,1522831718252,2,4,2,,
46,1522831718360,2,4,2,,
47,1522831718407,2,4,2,,
48,1522831718451,2,5,2,,
49,1522831718503,2,5,2,,
50,1522831718575,2,5,2,,
51,1522831718623,2,5,2,,
52,1522831718652,2,4,2,,
53,1522831718748,2,4,2,,
54,1522831718896,2,4,2,,
55,1522831718936,2,5,2,,
56,1522831718993,2,4,2,,
57,1522831719020,2,5,2,,
58,1522831719048,2,5,2,,
59,1522831719204,2,5,2,,
60,1522831719250,2,4,2,,
61,1522831719425,2,5,2,,
62,1522831720210,3,2,7,634.0,339.0
63,1522831720210,3,3,7,634.0,339.0
