,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831063878,1,2,2,250.0,206.0
1,1522831063911,1,3,2,250.0,206.0
2,1522831065293,1,4,2,,
3,1522831065314,1,5,2,,
4,1522831065729,1,4,2,,
5,1522831065755,1,5,2,,
6,1522831066134,1,4,2,,
7,1522831066158,1,5,2,,
8,1522831066526,1,4,2,,
9,1522831066546,1,5,2,,
10,1522831067016,1,4,2,,
11,1522831067037,1,5,2,,
12,1522831067142,1,4,2,,
13,1522831067152,1,5,2,,
14,1522831067772,2,2,2,217.0,297.0
15,1522831067817,2,3,2,217.0,297.0
16,1522831069075,2,4,2,,
17,1522831069096,2,5,2,,
18,1522831069316,2,4,2,,
19,1522831069341,2,5,2,,
20,1522831069460,2,4,2,,
21,1522831069481,2,5,2,,
22,1522831069595,2,4,2,,
23,1522831069607,2,5,2,,
24,1522831069708,2,4,2,,
25,1522831069723,2,5,2,,
26,1522831070358,2,4,2,,
27,1522831070389,2,5,2,,
28,1522831070932,2,4,2,,
29,1522831070968,2,5,2,,
30,1522831070991,2,4,2,,
31,1522831071001,2,5,2,,
32,1522831071247,2,4,2,,
33,1522831071265,2,5,2,,
34,1522831071308,2,4,2,,
35,1522831071318,2,5,2,,
36,1522831071543,2,4,2,,
37,1522831071564,2,5,2,,
38,1522831073493,2,4,2,,
39,1522831073513,2,5,2,,
40,1522831073877,3,2,7,221.0,372.0
41,1522831073889,3,1,7,221.0,368.0
42,1522831073910,3,3,7,221.0,365.0
