,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522831527999,1,2,2,468.0,190.0
1,1522831528005,1,3,2,468.0,190.0
2,1522831529251,1,4,2,,
3,1522831529299,1,5,2,,
4,1522831529461,1,4,2,,
5,1522831529505,1,5,2,,
6,1522831529663,1,4,2,,
7,1522831529710,1,5,2,,
8,1522831529925,1,4,2,,
9,1522831529947,1,5,2,,
10,1522831530132,1,4,2,,
11,1522831530213,1,5,2,,
12,1522831530362,1,4,2,,
13,1522831530388,1,5,2,,
14,1522831530782,1,4,2,,
15,1522831530873,1,5,2,,
16,1522831531920,2,2,2,468.0,235.0
17,1522831531927,2,3,2,468.0,235.0
18,1522831532635,2,4,2,,
19,1522831532850,2,4,2,,
20,1522831532858,2,5,2,,
21,1522831532951,2,5,2,,
22,1522831533096,2,4,2,,
23,1522831533200,2,5,2,,
24,1522831533313,2,4,2,,
25,1522831533414,2,5,2,,
26,1522831533522,2,4,2,,
27,1522831533606,2,5,2,,
28,1522831533719,2,4,2,,
29,1522831533795,2,5,2,,
30,1522831534088,2,4,2,,
31,1522831534220,2,5,2,,
32,1522831534513,2,4,2,,
33,1522831534588,2,5,2,,
34,1522831534682,2,4,2,,
35,1522831534758,2,5,2,,
36,1522831534839,2,4,2,,
37,1522831534919,2,5,2,,
38,1522831535794,3,2,7,562.0,324.0
39,1522831535800,3,3,7,562.0,324.0
