,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522832954713,1,2,2,322.0,204.0
1,1522832954718,1,3,2,322.0,204.0
2,1522832955564,1,4,2,,
3,1522832955611,1,5,2,,
4,1522832955722,1,4,2,,
5,1522832955786,1,5,2,,
6,1522832955876,1,4,2,,
7,1522832955949,1,5,2,,
8,1522832956022,1,4,2,,
9,1522832956087,1,5,2,,
10,1522832956172,1,4,2,,
11,1522832956237,1,5,2,,
12,1522832956365,1,4,2,,
13,1522832956478,1,5,2,,
14,1522832956556,1,4,2,,
15,1522832956635,1,5,2,,
16,1522832956704,1,4,2,,
17,1522832956761,1,5,2,,
18,1522832956820,1,4,2,,
19,1522832956869,1,5,2,,
20,1522832957038,1,4,2,,
21,1522832957086,1,5,2,,
22,1522832957204,1,4,2,,
23,1522832957253,1,4,2,,
24,1522832957283,1,5,2,,
25,1522832957372,1,4,2,,
26,1522832957377,1,5,2,,
27,1522832957407,1,5,2,,
28,1522832957472,1,4,2,,
29,1522832957549,1,4,2,,
30,1522832957553,1,5,2,,
31,1522832957670,1,4,2,,
32,1522832957676,1,5,2,,
33,1522832957722,1,5,2,,
34,1522832957830,1,4,2,,
35,1522832957915,1,5,2,,
36,1522832961302,1,4,2,,
37,1522832961374,1,5,2,,
38,1522832961442,1,4,2,,
39,1522832961507,1,5,2,,
40,1522832961578,1,4,2,,
41,1522832961635,1,5,2,,
42,1522832961723,1,4,2,,
43,1522832961779,1,5,2,,
44,1522832961884,1,4,2,,
45,1522832962005,1,4,2,,
46,1522832962010,1,5,2,,
47,1522832962062,1,5,2,,
48,1522832962120,1,4,2,,
49,1522832962203,1,4,2,,
50,1522832962212,1,5,2,,
51,1522832962261,1,5,2,,
52,1522832962576,1,4,2,,
53,1522832962693,1,5,2,,
54,1522832962881,1,4,2,,
55,1522832962917,1,5,2,,
56,1522832963019,1,4,2,,
57,1522832963080,1,5,2,,
58,1522832963154,1,4,2,,
59,1522832963201,1,5,2,,
60,1522832963449,1,4,2,,
61,1522832963502,1,5,2,,
62,1522832964083,1,4,2,,
63,1522832964176,1,5,2,,
64,1522832966081,3,2,7,217.0,322.0
65,1522832966088,3,3,7,217.0,322.0
