1522230560202,0.0,9.81,0.0,1522230560203,-3.3200844E-4,9.80665,3.1388825E-4,1522230560202,0.0,0.0,0.0,1522230560202,0.0,1522230560202,3.3142391E-4,0.0033502579,-3.1213468E-4,1522230560196,22.0,5.9,43.1,1522230560203,1.0,1522230560203,0.0,0.0,0.0,1522230560202,0.16532038,0.68750876,0.68750966,0.1653221,0,0,0,0
1522230560203,0.0,9.81,0.0,1522230560213,-3.3259296E-4,9.806651,3.1505732E-4,1522230560203,0.0,0.0,0.0,1522230560203,0.0,1522230560203,3.3200844E-4,0.0033502579,-3.1388825E-4,1522230560203,22.0,5.9,43.1,1522230560213,1.0,1522230560213,0.0,0.0,0.0,1522230560203,0.16532043,0.68750894,0.6875096,0.1653217,0,0,0,0
1522230560213,0.0,9.81,0.0,1522230560223,-3.3303135E-4,9.80665,3.173954E-4,1522230560213,0.0,0.0,0.0,1522230560213,0.0,1522230560213,3.3259296E-4,0.0033493042,-3.1505732E-4,1522230560213,22.0,5.9,43.1,1522230560223,1.0,1522230560223,0.0,0.0,0.0,1522230560213,0.16532047,0.6875091,0.68750954,0.16532128,0,0,0,0
1522230560223,0.0,9.81,0.0,1522230560233,-3.3390813E-4,9.80665,3.1797992E-4,1522230560223,0.0,0.0,0.0,1522230560223,0.0,1522230560223,3.3303135E-4,0.0033502579,-3.173954E-4,1522230560223,22.0,5.9,43.1,1522230560233,1.0,1522230560233,0.0,0.0,0.0,1522230560223,0.16532052,0.6875093,0.6875095,0.16532086,0,0,0,0
1522230560233,0.0,9.81,0.0,1522230560242,-3.3449265E-4,9.806651,3.1856445E-4,1522230560233,0.0,0.0,0.0,1522230560233,0.0,1522230560233,3.3390813E-4,0.0033502579,-3.1797992E-4,1522230560233,22.0,5.9,43.1,1522230560242,1.0,1522230560242,0.0,0.0,0.0,1522230560233,0.16532055,0.6875094,0.68750936,0.16532041,0,0,0,0
1522230560243,0.0,9.81,0.0,1522230560252,-3.3507717E-4,9.806651,3.20318E-4,1522230560243,0.0,0.0,0.0,1522230560243,0.0,1522230560243,3.3449265E-4,0.0033493042,-3.1856445E-4,1522230560242,22.0,5.9,43.1,1522230560252,1.0,1522230560252,0.0,0.0,0.0,1522230560243,0.16532059,0.6875096,0.6875093,0.16532001,0,0,0,0
1522230560252,0.0,9.81,0.0,1522230560260,-3.3507717E-4,9.80665,3.2148705E-4,1522230560252,0.0,0.0,0.0,1522230560252,0.0,1522230560252,3.3507717E-4,0.0033493042,-3.20318E-4,1522230560252,22.0,5.9,43.1,1522230560260,1.0,1522230560260,0.0,0.0,0.0,1522230560252,0.16532063,0.6875098,0.68750924,0.16531958,0,0,0,0
1522230560261,0.0,9.81,0.0,1522230560270,-3.3551556E-4,9.806651,3.2148705E-4,1522230560261,0.0,0.0,0.0,1522230560261,0.0,1522230560261,3.3507717E-4,0.0033502579,-3.2148705E-4,1522230560261,22.0,5.9,43.1,1522230560270,1.0,1522230560270,0.0,0.0,0.0,1522230560261,0.16532068,0.68750995,0.6875092,0.1653192,0,0,0,0
1522230560271,0.0,9.81,0.0,1522230560279,-3.3595396E-4,9.806651,3.2324062E-4,1522230560270,0.0,0.0,0.0,1522230560271,0.0,1522230560271,3.3551556E-4,0.0033493042,-3.2148705E-4,1522230560270,22.0,5.9,43.1,1522230560279,1.0,1522230560279,0.0,0.0,0.0,1522230560271,0.16532062,0.6875097,0.68750924,0.16531964,0,0,0,0
1522230560280,0.0,9.81,0.0,1522230560289,-3.3624622E-4,9.806651,3.2382514E-4,1522230560279,0.0,0.0,0.0,1522230560280,0.0,1522230560280,3.3595396E-4,0.0033493042,-3.2324062E-4,1522230560279,22.0,5.9,43.1,1522230560289,1.0,1522230560289,0.0,0.0,0.0,1522230560280,0.16532059,0.6875096,0.68750936,0.16532008,0,0,0,0
1522230560289,0.0,9.81,0.0,1522230560298,-3.3697687E-4,9.806651,3.255787E-4,1522230560289,0.0,0.0,0.0,1522230560290,0.0,1522230560290,3.3624622E-4,0.0033493042,-3.2382514E-4,1522230560289,22.0,5.9,43.1,1522230560298,1.0,1522230560299,0.0,0.0,0.0,1522230560290,0.16532053,0.68750936,0.68750936,0.16532047,0,0,0,0
1522230560299,0.0,9.81,0.0,1522230560307,-3.3697687E-4,9.80665,3.2674774E-4,1522230560299,0.0,0.0,0.0,1522230560300,0.0,1522230560300,3.3697687E-4,0.0033493042,-3.255787E-4,1522230560299,22.0,5.9,43.1,1522230560308,1.0,1522230560308,0.0,0.0,0.0,1522230560299,0.16532049,0.6875092,0.6875095,0.16532092,0,0,0,0
1522230560309,0.0,9.81,0.0,1522230560316,-3.3697687E-4,9.80665,3.2733227E-4,1522230560308,0.0,0.0,0.0,1522230560311,0.0,1522230560311,3.3697687E-4,0.0033502579,-3.2674774E-4,1522230560308,22.0,5.9,43.1,1522230560316,1.0,1522230560316,0.0,0.0,0.0,1522230560310,0.16532046,0.68750906,0.6875096,0.16532134,0,0,0,0
1522230560317,0.0,9.81,0.0,1522230560326,-3.375614E-4,9.806651,3.279168E-4,1522230560317,0.0,0.0,0.0,1522230560318,0.0,1522230560317,3.3697687E-4,0.0033502579,-3.2733227E-4,1522230560317,22.0,5.9,43.1,1522230560327,1.0,1522230560327,0.0,0.0,0.0,1522230560317,0.16532049,0.6875092,0.6875095,0.16532092,0,0,0,0
1522230560329,0.0,9.81,0.0,1522230560337,-3.3873043E-4,9.806651,3.3025487E-4,1522230560328,0.0,0.0,0.0,1522230560331,0.0,1522230560330,3.375614E-4,0.0033493042,-3.279168E-4,1522230560327,22.0,5.9,43.1,1522230560338,1.0,1522230560338,0.0,0.0,0.0,1522230560330,0.16532053,0.68750936,0.68750936,0.16532047,0,0,0,0
1522230560340,0.0,9.81,0.0,1522230560349,-3.3931495E-4,9.806651,3.3025487E-4,1522230560339,0.0,0.0,0.0,1522230560341,0.0,1522230560340,3.3873043E-4,0.0033493042,-3.3025487E-4,1522230560338,22.0,5.9,43.1,1522230560349,1.0,1522230560350,0.0,0.0,0.0,1522230560340,0.16532058,0.6875096,0.68750924,0.16531998,0,0,0,0
1522230560352,0.0,9.81,0.0,1522230560357,-3.3946108E-4,9.806652,3.3025487E-4,1522230560352,0.0,0.0,0.0,1522230560354,0.0,1522230560353,3.3931495E-4,0.0033493042,-3.3025487E-4,1522230560351,22.0,5.9,43.1,1522230560358,1.0,1522230560359,0.0,0.0,0.0,1522230560353,0.16532053,0.6875094,0.68750936,0.16532044,0,0,0,0
