Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,scenario,terminal
1515396985360,1,225.9739990234375,424.67498779296875,-,,,,,,,,,,
1515396985377,1,228.5709991455078,423.37701416015625,-,,,,,,,,,,
1515396985394,1,229.8699951171875,423.37701416015625,-,,,,,,,,,,
1515396985411,1,235.06500244140625,423.37701416015625,-,,,,,,,,,,
1515396985427,1,237.66200256347656,423.37701416015625,-,,,,,,,,,,
1515396985444,1,238.96099853515625,423.37701416015625,-,,,,,,,,,,
1515396985460,1,241.55799865722656,423.37701416015625,-,,,,,,,,,,
1515396985478,1,242.85699462890625,423.37701416015625,-,,,,,,,,,,
1515396985494,1,244.156005859375,423.37701416015625,-,,,,,,,,,,
1515396985511,1,245.4550018310547,423.37701416015625,-,,,,,,,,,,
1515396985527,1,248.052001953125,423.37701416015625,-,,,,,,,,,,
1515396985544,1,249.3509979248047,422.0780029296875,-,,,,,,,,,,
1515396985561,1,251.947998046875,422.0780029296875,-,,,,,,,,,,
1515396985594,1,253.2469940185547,422.0780029296875,-,,,,,,,,,,
1515396985628,1,254.5449981689453,422.0780029296875,-,,,,,,,,,,
1515396985643,1,255.843994140625,422.0780029296875,-,,,,,,,,,,
1515396985677,1,257.14300537109375,422.0780029296875,-,,,,,,,,,,
1515396985694,1,258.4419860839844,422.0780029296875,-,,,,,,,,,,
1515396985711,1,259.739990234375,422.0780029296875,-,,,,,,,,,,
1515396985728,1,261.03900146484375,422.0780029296875,-,,,,,,,,,,
1515396985761,1,262.3380126953125,422.0780029296875,-,,,,,,,,,,
1515396985778,1,264.93499755859375,422.0780029296875,-,,,,,,,,,,
1515396985810,1,267.5320129394531,422.0780029296875,-,,,,,,,,,,
1515396985827,1,268.83099365234375,422.0780029296875,-,,,,,,,,,,
1515396985844,1,270.1300048828125,422.0780029296875,-,,,,,,,,,,
1515396985877,1,271.4289855957031,422.0780029296875,-,,,,,,,,,,
1515396985893,1,272.72698974609375,423.37701416015625,-,,,,,,,,,,
1515396985911,1,274.0260009765625,423.37701416015625,-,,,,,,,,,,
1515396985943,1,275.32501220703125,424.67498779296875,-,,,,,,,,,,
1515396985960,1,276.62298583984375,424.67498779296875,-,,,,,,,,,,
1515396985978,1,277.9219970703125,424.67498779296875,-,,,,,,,,,,
1515396985994,1,277.9219970703125,425.9739990234375,-,,,,,,,,,,
1515396986010,1,279.22100830078125,425.9739990234375,-,,,,,,,,,,
1515396986043,1,281.8179931640625,425.9739990234375,-,,,,,,,,,,
1515396986060,1,283.11700439453125,427.27301025390625,-,,,,,,,,,,
1515396986077,1,284.4159851074219,427.27301025390625,-,,,,,,,,,,
1515396986095,1,285.7139892578125,427.27301025390625,-,,,,,,,,,,
1515396986127,1,287.01300048828125,427.27301025390625,-,,,,,,,,,,
1515396986144,1,288.31201171875,427.27301025390625,-,,,,,,,,,,
1515396986160,1,289.6099853515625,427.27301025390625,-,,,,,,,,,,
1515396986178,1,289.6099853515625,428.5710144042969,-,,,,,,,,,,
1515396986194,1,290.90899658203125,428.5710144042969,-,,,,,,,,,,
1515396986244,1,292.2080078125,428.5710144042969,-,,,,,,,,,,
1515396986277,1,293.5069885253906,428.5710144042969,-,,,,,,,,,,
1515396986904,3,293.5069885253906,428.5710144042969,13,,,,,,,,,,
