Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,scenario,terminal
1515396981039,0,0,0,-,312.5,327.875,26.5,415.875,62.5,451.875,1515396980830,0,1,1
1515396981237,0,0,0,-,,,,,,,,,,
1515396981439,0,0,0,-,,,,,,,,,,
1515396981638,0,0,0,-,,,,,,,,,,
1515396981840,0,0,0,-,,,,,,,,,,
1515396982037,0,0,0,-,,,,,,,,,,
1515396982237,0,0,0,-,,,,,,,,,,
1515396982438,0,0,0,-,,,,,,,,,,
1515396982482,2,298.70098876953125,385.7139892578125,-,,,,,,,,,,
1515396982488,3,298.70098876953125,385.7139892578125,10,,,,,,,,,,
1515396982837,0,0,0,-,,,,,,,,,,
1515396983040,0,0,0,-,,,,,,,,,,
1515396983240,0,0,0,-,,,,,,,,,,
1515396983439,0,0,0,-,,,,,,,,,,
1515396983638,0,0,0,-,,,,,,,,,,
1515396983837,0,0,0,-,,,,,,,,,,
1515396984037,0,0,0,-,,,,,,,,,,
1515396984134,2,49.35100173950195,438.96099853515625,-,,,,,,,,,,
1515396984294,1,61.03900146484375,438.96099853515625,-,,,,,,,,,,
1515396984311,1,68.83100128173828,438.96099853515625,-,,,,,,,,,,
1515396984327,1,76.62300109863281,438.96099853515625,-,,,,,,,,,,
1515396984343,1,87.01300048828125,438.96099853515625,-,,,,,,,,,,
1515396984360,1,100,438,-,,,,,,,,,,
1515396984377,1,105.19499969482422,437.6619873046875,-,,,,,,,,,,
1515396984394,1,114.28600311279297,436.364013671875,-,,,,,,,,,,
1515396984410,1,118.18199920654297,436.364013671875,-,,,,,,,,,,
1515396984427,1,123.37699890136719,435.06500244140625,-,,,,,,,,,,
1515396984444,1,128.5709991455078,432.4679870605469,-,,,,,,,,,,
1515396984460,1,132.46800231933594,432.4679870605469,-,,,,,,,,,,
1515396984477,1,135.06500244140625,431.16900634765625,-,,,,,,,,,,
1515396984494,1,138.96099853515625,431.16900634765625,-,,,,,,,,,,
1515396984511,1,140.25999450683594,431.16900634765625,-,,,,,,,,,,
1515396984527,1,142.85699462890625,431.16900634765625,-,,,,,,,,,,
1515396984544,1,145.4550018310547,429.8699951171875,-,,,,,,,,,,
1515396984561,1,146.7530059814453,429.8699951171875,-,,,,,,,,,,
1515396984577,1,151.947998046875,429.8699951171875,-,,,,,,,,,,
1515396984594,1,154.5449981689453,428.5710144042969,-,,,,,,,,,,
1515396984610,1,157.14300537109375,428.5710144042969,-,,,,,,,,,,
1515396984627,1,161.03900146484375,428.5710144042969,-,,,,,,,,,,
1515396984644,1,162.33799743652344,428.5710144042969,-,,,,,,,,,,
1515396984661,1,164.93499755859375,427.27301025390625,-,,,,,,,,,,
1515396984677,1,166.23399353027344,427.27301025390625,-,,,,,,,,,,
1515396984694,1,167.53199768066406,427.27301025390625,-,,,,,,,,,,
1515396984711,1,168.83099365234375,427.27301025390625,-,,,,,,,,,,
1515396984727,1,170.1300048828125,427.27301025390625,-,,,,,,,,,,
1515396984763,1,171.4290008544922,427.27301025390625,-,,,,,,,,,,
1515396984777,1,172.7270050048828,425.9739990234375,-,,,,,,,,,,
1515396984810,1,174.0260009765625,425.9739990234375,-,,,,,,,,,,
1515396984894,1,175.3249969482422,425.9739990234375,-,,,,,,,,,,
1515396984911,1,176.6230010986328,425.9739990234375,-,,,,,,,,,,
1515396984961,1,177.9219970703125,425.9739990234375,-,,,,,,,,,,
1515396984994,1,179.2209930419922,425.9739990234375,-,,,,,,,,,,
1515396985027,1,180.5189971923828,425.9739990234375,-,,,,,,,,,,
1515396985060,1,183.11700439453125,425.9739990234375,-,,,,,,,,,,
1515396985078,1,184.41600036621094,424.67498779296875,-,,,,,,,,,,
1515396985094,1,185.71400451660156,424.67498779296875,-,,,,,,,,,,
1515396985111,1,187.01300048828125,424.67498779296875,-,,,,,,,,,,
1515396985127,1,188.31199645996094,424.67498779296875,-,,,,,,,,,,
1515396985144,1,190.90899658203125,424.67498779296875,-,,,,,,,,,,
1515396985161,1,193.5070037841797,424.67498779296875,-,,,,,,,,,,
1515396985177,1,194.80499267578125,424.67498779296875,-,,,,,,,,,,
1515396985194,1,197.4029998779297,424.67498779296875,-,,,,,,,,,,
1515396985210,1,202.5970001220703,424.67498779296875,-,,,,,,,,,,
1515396985228,1,203.89599609375,424.67498779296875,-,,,,,,,,,,
1515396985244,1,206.49400329589844,424.67498779296875,-,,,,,,,,,,
1515396985260,1,210.38999938964844,424.67498779296875,-,,,,,,,,,,
1515396985278,1,211.68800354003906,424.67498779296875,-,,,,,,,,,,
1515396985293,1,215.58399963378906,424.67498779296875,-,,,,,,,,,,
1515396985310,1,218.1820068359375,424.67498779296875,-,,,,,,,,,,
1515396985328,1,220.7790069580078,424.67498779296875,-,,,,,,,,,,
1515396985344,1,223.3769989013672,424.67498779296875,-,,,,,,,,,,
