Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,scenario,terminal
1516605492267,3,118,254,10,136,155,15,232,51,268,1516605486856,0,1,1
1516605492483,0,118,254,-,,,,,,,,,,
