Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,scenario,terminal
1515396991021,0,0,0,-,279.5,347.875,26.5,415.875,62.5,451.875,1515396990813,0,1,1
1515396991222,0,0,0,-,,,,,,,,,,
1515396991422,0,0,0,-,,,,,,,,,,
1515396991620,0,0,0,-,,,,,,,,,,
1515396991822,0,0,0,-,,,,,,,,,,
1515396992021,0,0,0,-,,,,,,,,,,
1515396992222,0,0,0,-,,,,,,,,,,
1515396992253,2,190.90899658203125,393.5069885253906,-,,,,,,,,,,
1515396992258,3,190.90899658203125,393.5069885253906,10,,,,,,,,,,
1515396992620,0,0,0,-,,,,,,,,,,
1515396992820,0,0,0,-,,,,,,,,,,
1515396993021,0,0,0,-,,,,,,,,,,
1515396993222,0,0,0,-,,,,,,,,,,
1515396993420,0,0,0,-,,,,,,,,,,
1515396993622,0,0,0,-,,,,,,,,,,
1515396993820,0,0,0,-,,,,,,,,,,
1515396993923,2,50.64899826049805,435.06500244140625,-,,,,,,,,,,
1515396994113,1,64.93499755859375,435.06500244140625,-,,,,,,,,,,
1515396994129,1,72.72699737548828,435.06500244140625,-,,,,,,,,,,
1515396994145,1,81.81800079345703,435.06500244140625,-,,,,,,,,,,
1515396994162,1,88.31199645996094,435.06500244140625,-,,,,,,,,,,
1515396994179,1,93.50599670410156,435.06500244140625,-,,,,,,,,,,
1515396994195,1,101.29900360107422,435.06500244140625,-,,,,,,,,,,
1515396994212,1,107.79199981689453,435.06500244140625,-,,,,,,,,,,
1515396994228,1,112.98699951171875,435.06500244140625,-,,,,,,,,,,
1515396994245,1,116.88300323486328,435.06500244140625,-,,,,,,,,,,
1515396994262,1,120.77899932861328,435.06500244140625,-,,,,,,,,,,
1515396994279,1,123.37699890136719,435.06500244140625,-,,,,,,,,,,
1515396994295,1,127.27300262451172,435.06500244140625,-,,,,,,,,,,
1515396994311,1,129.8699951171875,435.06500244140625,-,,,,,,,,,,
1515396994328,1,133.76600646972656,435.06500244140625,-,,,,,,,,,,
1515396994345,1,136.36399841308594,435.06500244140625,-,,,,,,,,,,
1515396994362,1,140.25999450683594,435.06500244140625,-,,,,,,,,,,
1515396994378,1,142.85699462890625,435.06500244140625,-,,,,,,,,,,
1515396994395,1,145.4550018310547,435.06500244140625,-,,,,,,,,,,
1515396994412,1,149.3509979248047,435.06500244140625,-,,,,,,,,,,
1515396994428,1,153.2469940185547,435.06500244140625,-,,,,,,,,,,
1515396994445,1,157.14300537109375,435.06500244140625,-,,,,,,,,,,
1515396994462,1,159.74000549316406,435.06500244140625,-,,,,,,,,,,
1515396994478,1,162.33799743652344,435.06500244140625,-,,,,,,,,,,
1515396994495,1,164.93499755859375,435.06500244140625,-,,,,,,,,,,
1515396994512,1,166.23399353027344,435.06500244140625,-,,,,,,,,,,
1515396994528,1,167.53199768066406,435.06500244140625,-,,,,,,,,,,
1515396994545,1,168.83099365234375,435.06500244140625,-,,,,,,,,,,
1515396994562,1,170.1300048828125,435.06500244140625,-,,,,,,,,,,
1515396994578,1,172.7270050048828,435.06500244140625,-,,,,,,,,,,
1515396994595,1,175.3249969482422,435.06500244140625,-,,,,,,,,,,
1515396994611,1,177.9219970703125,435.06500244140625,-,,,,,,,,,,
1515396994629,1,185.71400451660156,435.06500244140625,-,,,,,,,,,,
1515396994645,1,190.90899658203125,435.06500244140625,-,,,,,,,,,,
1515396994662,1,196.10400390625,435.06500244140625,-,,,,,,,,,,
1515396994678,1,201.2989959716797,435.06500244140625,-,,,,,,,,,,
1515396994695,1,205.19500732421875,435.06500244140625,-,,,,,,,,,,
1515396994711,1,209.09100341796875,435.06500244140625,-,,,,,,,,,,
1515396994728,1,211.68800354003906,435.06500244140625,-,,,,,,,,,,
1515396994745,1,215.58399963378906,435.06500244140625,-,,,,,,,,,,
1515396994763,1,218.1820068359375,435.06500244140625,-,,,,,,,,,,
1515396994779,1,220.7790069580078,435.06500244140625,-,,,,,,,,,,
1515396994795,1,224.6750030517578,435.06500244140625,-,,,,,,,,,,
1515396994812,1,225.9739990234375,435.06500244140625,-,,,,,,,,,,
1515396994828,1,231.16900634765625,435.06500244140625,-,,,,,,,,,,
1515396994845,1,233.76600646972656,435.06500244140625,-,,,,,,,,,,
1515396994862,1,235.06500244140625,435.06500244140625,-,,,,,,,,,,
1515396994878,1,237.66200256347656,435.06500244140625,-,,,,,,,,,,
1515396994895,1,240.25999450683594,435.06500244140625,-,,,,,,,,,,
1515396994912,1,241.55799865722656,435.06500244140625,-,,,,,,,,,,
1515396994928,1,242.85699462890625,435.06500244140625,-,,,,,,,,,,
1515396994945,1,244.156005859375,435.06500244140625,-,,,,,,,,,,
1515396994962,1,245.4550018310547,435.06500244140625,-,,,,,,,,,,
1515396994978,1,246.7530059814453,435.06500244140625,-,,,,,,,,,,
1515396995012,1,248.052001953125,435.06500244140625,-,,,,,,,,,,
1515396995044,1,249.3509979248047,435.06500244140625,-,,,,,,,,,,
1515396995162,1,250.6490020751953,435.06500244140625,-,,,,,,,,,,
1515396995262,1,251.947998046875,435.06500244140625,-,,,,,,,,,,
1515396995295,1,253.2469940185547,435.06500244140625,-,,,,,,,,,,
1515396995329,1,254.5449981689453,435.06500244140625,-,,,,,,,,,,
1515396995379,1,255.843994140625,435.06500244140625,-,,,,,,,,,,
1515396995445,1,257.14300537109375,435.06500244140625,-,,,,,,,,,,
1515396996028,1,258.4419860839844,435.06500244140625,-,,,,,,,,,,
1515396996229,1,259.739990234375,435.06500244140625,-,,,,,,,,,,
1515396996700,3,259.739990234375,435.06500244140625,13,,,,,,,,,,
