Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,scenario,terminal
1515396999660,0,0,0,-,113.5,345.875,26.5,415.875,62.5,451.875,1515396999456,0,1,1
1515396999861,0,0,0,-,,,,,,,,,,
1515397000062,0,0,0,-,,,,,,,,,,
1515397000263,0,0,0,-,,,,,,,,,,
1515397000462,0,0,0,-,,,,,,,,,,
1515397000662,0,0,0,-,,,,,,,,,,
1515397000819,2,193.5070037841797,398.70098876953125,-,,,,,,,,,,
1515397000825,3,193.5070037841797,398.70098876953125,10,,,,,,,,,,
1515397001060,0,0,0,-,,,,,,,,,,
1515397001261,0,0,0,-,,,,,,,,,,
1515397001461,0,0,0,-,,,,,,,,,,
1515397001662,0,0,0,-,,,,,,,,,,
1515397001861,0,0,0,-,,,,,,,,,,
1515397002062,0,0,0,-,,,,,,,,,,
1515397002176,2,41.55799865722656,436.364013671875,-,,,,,,,,,,
1515397002447,1,53.24700164794922,436.364013671875,-,,,,,,,,,,
1515397002450,1,54.54499816894531,436.364013671875,-,,,,,,,,,,
1515397002463,1,55.84400177001953,436.364013671875,-,,,,,,,,,,
1515397002479,1,59.7400016784668,436.364013671875,-,,,,,,,,,,
1515397002496,1,61.03900146484375,436.364013671875,-,,,,,,,,,,
1515397002512,1,63.63600158691406,436.364013671875,-,,,,,,,,,,
1515397002530,1,64.93499755859375,436.364013671875,-,,,,,,,,,,
1515397002546,1,67.53199768066406,436.364013671875,-,,,,,,,,,,
1515397002563,1,68.83100128173828,436.364013671875,-,,,,,,,,,,
1515397002579,1,71.42900085449219,436.364013671875,-,,,,,,,,,,
1515397002597,1,72.72699737548828,436.364013671875,-,,,,,,,,,,
1515397002613,1,74.0260009765625,436.364013671875,-,,,,,,,,,,
1515397002629,1,75.32499694824219,436.364013671875,-,,,,,,,,,,
1515397002646,1,77.9219970703125,436.364013671875,-,,,,,,,,,,
1515397002662,1,79.22100067138672,436.364013671875,-,,,,,,,,,,
1515397002679,1,80.51899719238281,436.364013671875,-,,,,,,,,,,
1515397002696,1,81.81800079345703,436.364013671875,-,,,,,,,,,,
1515397002713,1,84.41600036621094,436.364013671875,-,,,,,,,,,,
1515397002729,1,85.71399688720703,436.364013671875,-,,,,,,,,,,
1515397002746,1,87.01300048828125,436.364013671875,-,,,,,,,,,,
1515397002762,1,88.31199645996094,436.364013671875,-,,,,,,,,,,
