Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1516610642217,2,292,27,-,165.0,163.0,15.0,232.0,51.0,268.0,1516610641170.0,0.0,,1.0,1.0
1516610642886,3,292,27,10,,,,,,,,,,,
1516610643192,0,0,0,-,,,,,,,,,,,
1516610643351,2,196,294,-,,,,,,,,,,,
1516610643714,1,187,287,-,,,,,,,,,,,
1516610643764,1,188,288,-,,,,,,,,,,,
1516610643781,1,189,289,-,,,,,,,,,,,
1516610643803,3,189,289,13,,,,,,,,,,,
1516610643951,2,176,305,-,,,,,,,,,,,
1516610644398,1,171,302,-,,,,,,,,,,,
1516610644431,1,172,302,-,,,,,,,,,,,
1516610644481,1,173,302,-,,,,,,,,,,,
1516610644613,3,173,302,13,,,,,,,,,,,
1516610645000,0,173,302,-,,,,,,,,,,,
1516610645166,2,245,62,-,,,,,,,,,,,
1516610645514,1,246,69,-,,,,,,,,,,,
1516610645598,1,247,68,-,,,,,,,,,,,
1516610645615,1,248,68,-,,,,,,,,,,,
1516610645631,1,249,67,-,,,,,,,,,,,
1516610645664,3,249,67,13,,,,,,,,,,,
1516610645835,2,196,168,-,,,,,,,,,,,
1516610646047,3,196,168,10,,,,,,,,,,,
1516610646337,2,42,254,-,,,,,,,,,,,
1516610646384,1,50,254,-,,,,,,,,,,,
1516610646400,1,57,254,-,,,,,,,,,,,
1516610646416,1,66,254,-,,,,,,,,,,,
1516610646432,1,77,255,-,,,,,,,,,,,
1516610646449,1,88,255,-,,,,,,,,,,,
1516610646465,1,97,255,-,,,,,,,,,,,
1516610646482,1,107,255,-,,,,,,,,,,,
1516610646499,1,116,255,-,,,,,,,,,,,
1516610646515,1,122,255,-,,,,,,,,,,,
1516610646532,1,129,255,-,,,,,,,,,,,
1516610646548,1,135,255,-,,,,,,,,,,,
1516610646566,1,139,255,-,,,,,,,,,,,
1516610646583,1,143,256,-,,,,,,,,,,,
1516610646599,1,145,256,-,,,,,,,,,,,
1516610646615,1,148,257,-,,,,,,,,,,,
1516610646632,1,149,257,-,,,,,,,,,,,
1516610646650,1,151,257,-,,,,,,,,,,,
1516610646665,1,153,257,-,,,,,,,,,,,
1516610646682,1,155,257,-,,,,,,,,,,,
1516610646700,1,156,257,-,,,,,,,,,,,
1516610646715,1,157,257,-,,,,,,,,,,,
1516610646732,1,158,257,-,,,,,,,,,,,
1516610646765,1,158,258,-,,,,,,,,,,,
1516610646899,1,157,258,-,,,,,,,,,,,
1516610646932,1,156,258,-,,,,,,,,,,,
1516610646949,1,155,258,-,,,,,,,,,,,
1516610646999,1,154,259,-,,,,,,,,,,,
1516610647032,1,153,259,-,,,,,,,,,,,
1516610647049,1,152,259,-,,,,,,,,,,,
1516610647082,1,151,259,-,,,,,,,,,,,
1516610647099,1,151,260,-,,,,,,,,,,,
1516610647115,1,150,260,-,,,,,,,,,,,
1516610647199,1,149,260,-,,,,,,,,,,,
1516610647315,1,148,260,-,,,,,,,,,,,
1516610647334,3,148,260,13,,,,,,,,,,,
