1522313857298,1,5,7
1522313857708,2,2,2,153,212
1522313857793,2,3,2,153,213
1522313857862,2,4,2
1522313857909,2,4,2
1522313857987,2,5,2
1522313858043,2,5,2
1522313858061,2,4,2
1522313858077,2,4,2
1522313858092,2,4,2
1522313858131,2,5,2
1522313858133,2,4,2
1522313858147,2,5,2
1522313858195,2,5,2
1522313858204,3,2,2,140,273
1522313858258,2,5,2
1522313858271,3,3,2,140,273
1522313858332,3,4,2
1522313858373,3,4,2
1522313858389,3,4,2
1522313858435,3,5,2
1522313858437,3,4,2
1522313858442,3,5,2
1522313858483,3,5,2
1522313858557,3,4,2
1522313858587,3,5,2
1522313858629,3,4,2
1522313858631,3,4,2
1522313858675,3,5,2
1522313858677,3,4,2
1522313858683,3,5,2
1522313858732,3,5,2
1522313858784,4,2,2,146,328
1522313858788,3,5,2
1522313858875,4,3,2,146,329
1522313858916,4,4,2
1522313858996,4,4,2
1522313859028,4,4,2
1522313859075,4,5,2
1522313859075,4,4,2
1522313859091,4,5,2
1522313859116,4,5,2
1522313859205,4,4,2
1522313859222,4,5,2
1522313859244,4,4,2
1522313859276,4,4,2
1522313859300,4,4,2
1522313859323,4,5,2
1522313859332,4,5,2
1522313859356,5,2,2,156,410
1522313859364,4,5,2
1522313859434,5,3,2,156,410
1522313859450,5,5,2
1522313859484,5,4,2
1522313859588,5,4,2
1522313859606,5,5,2
1522313859707,5,5,2
1522313859876,5,4,2
1522313859877,5,4,2
1522313859972,5,4,2
1522313859989,5,5,2
1522313860011,5,5,2
1522313860075,5,5,2
1522313860130,6,2,2,83,451
1522313860213,6,3,2,83,451
1522313860578,7,2,7,122,530
1522313860663,7,3,7,123,531
