,Time,Xpath_id,event_type,control_type
0,1522227843255,1,5,7
1,1522227843927,2,4,2
2,1522227843928,2,5,2
3,1522227843928,3,4,2
4,1522227843928,3,5,2
5,1522227844201,3,4,2
6,1522227844269,3,4,2
7,1522227844334,2,5,2
8,1522227844365,2,5,2
9,1522227844547,2,4,2
10,1522227844632,2,4,2
11,1522227844685,2,5,2
12,1522227844750,2,5,2
