,Time,Xpath_id,event_type,control_type
0,1522226677048,1,5,7
1,1522226677048,1,5,7
2,1522226677069,2,4,2
3,1522226677069,2,5,2
4,1522226677070,3,4,2
5,1522226677070,3,5,2
