Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
12,1,1525259751083,694,408,865,432,576,386,0,0,1
0,2,1525259751282,694,408,865,432,576,386,0,0,1
10,3,1525259751283,694,408,865,432,576,386,0,0,1
