Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515652158970,,,1,885,224,12,581.65625,512.875,879.65625,550.875,1515652158885.0,0.0,,0.0,0.0
1515652159306,,,0,885,224,-,,,,,,,,,
1515652159507,,,0,885,224,-,,,,,,,,,
1515652159708,,,0,885,224,-,,,,,,,,,
1515652159898,,,1,885,224,-,,,,,,,,,
1515652159900,,,1,885,224,-,,,,,,,,,
1515652159921,,,1,885,224,-,,,,,,,,,
1515652159921,,,1,885,224,-,,,,,,,,,
1515652159937,,,1,885,225,-,,,,,,,,,
1515652159937,,,1,885,225,-,,,,,,,,,
1515652159953,,,1,885,225,-,,,,,,,,,
1515652159954,,,1,885,225,-,,,,,,,,,
1515652159969,,,1,885,225,-,,,,,,,,,
1515652159970,,,1,885,225,-,,,,,,,,,
1515652159977,,,1,885,225,-,,,,,,,,,
1515652159978,,,1,885,225,-,,,,,,,,,
1515652159985,,,1,885,226,-,,,,,,,,,
1515652159985,,,1,885,226,-,,,,,,,,,
1515652159995,,,1,885,226,-,,,,,,,,,
1515652159995,,,1,885,226,-,,,,,,,,,
1515652160001,,,1,885,226,-,,,,,,,,,
1515652160002,,,1,885,226,-,,,,,,,,,
1515652160009,,,1,885,226,-,,,,,,,,,
1515652160010,,,1,885,226,-,,,,,,,,,
1515652160017,,,1,884,227,-,,,,,,,,,
1515652160019,,,1,884,227,-,,,,,,,,,
1515652160025,,,1,884,227,-,,,,,,,,,
1515652160026,,,1,884,227,-,,,,,,,,,
1515652160033,,,1,884,227,-,,,,,,,,,
1515652160034,,,1,884,227,-,,,,,,,,,
1515652160041,,,1,884,227,-,,,,,,,,,
1515652160042,,,1,884,227,-,,,,,,,,,
1515652160049,,,1,884,228,-,,,,,,,,,
1515652160050,,,1,884,228,-,,,,,,,,,
1515652160057,,,1,883,229,-,,,,,,,,,
1515652160058,,,1,883,229,-,,,,,,,,,
1515652160065,,,1,883,229,-,,,,,,,,,
1515652160066,,,1,883,229,-,,,,,,,,,
1515652160073,,,1,882,231,-,,,,,,,,,
1515652160074,,,1,882,231,-,,,,,,,,,
1515652160081,,,1,881,232,-,,,,,,,,,
1515652160084,,,1,881,232,-,,,,,,,,,
1515652160089,,,1,880,234,-,,,,,,,,,
1515652160090,,,1,880,234,-,,,,,,,,,
1515652160098,,,1,879,236,-,,,,,,,,,
1515652160098,,,1,879,236,-,,,,,,,,,
1515652160106,,,1,878,238,-,,,,,,,,,
1515652160106,,,1,878,238,-,,,,,,,,,
1515652160113,,,1,876,239,-,,,,,,,,,
1515652160114,,,1,876,239,-,,,,,,,,,
1515652160121,,,1,874,242,-,,,,,,,,,
1515652160122,,,1,874,242,-,,,,,,,,,
1515652160129,,,1,872,245,-,,,,,,,,,
1515652160130,,,1,872,245,-,,,,,,,,,
1515652160137,,,1,870,247,-,,,,,,,,,
1515652160138,,,1,870,247,-,,,,,,,,,
1515652160146,,,1,866,253,-,,,,,,,,,
1515652160146,,,1,866,253,-,,,,,,,,,
1515652160153,,,1,862,257,-,,,,,,,,,
1515652160154,,,1,862,257,-,,,,,,,,,
1515652160161,,,1,857,262,-,,,,,,,,,
1515652160162,,,1,857,262,-,,,,,,,,,
1515652160169,,,1,848,272,-,,,,,,,,,
