Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515999452940,,,0,0,0,-,581.65625,298.875,881.65625,342.875,1515999452735.0,0.0,,0.0,0.0
1515999453144,,,0,0,0,-,,,,,,,,,
1515999453177,,,1,704,11,-,,,,,,,,,
1515999453186,,,1,701,33,-,,,,,,,,,
1515999453204,,,1,693,80,-,,,,,,,,,
1515999453222,,,1,689,113,-,,,,,,,,,
1515999453236,,,1,686,152,-,,,,,,,,,
1515999453255,,,1,685,186,-,,,,,,,,,
1515999453271,,,1,685,201,-,,,,,,,,,
1515999453287,,,1,685,216,-,,,,,,,,,
1515999453303,,,1,685,222,-,,,,,,,,,
1515999453319,,,1,685,227,-,,,,,,,,,
1515999453337,,,1,685,230,-,,,,,,,,,
1515999453353,,,1,685,231,-,,,,,,,,,
1515999453369,,,1,685,232,-,,,,,,,,,
1515999453387,,,1,684,236,-,,,,,,,,,
1515999453403,,,1,681,242,-,,,,,,,,,
1515999453420,,,1,678,249,-,,,,,,,,,
1515999453436,,,1,675,256,-,,,,,,,,,
1515999453453,,,1,672,261,-,,,,,,,,,
1515999453469,,,1,668,268,-,,,,,,,,,
1515999453487,,,1,664,272,-,,,,,,,,,
1515999453503,,,1,661,276,-,,,,,,,,,
1515999453521,,,1,657,280,-,,,,,,,,,
1515999453536,,,1,654,285,-,,,,,,,,,
1515999453552,,,1,652,290,-,,,,,,,,,
1515999453569,,,1,650,295,-,,,,,,,,,
1515999453587,,,1,650,301,-,,,,,,,,,
1515999453603,,,1,649,306,-,,,,,,,,,
1515999453620,,,1,649,311,-,,,,,,,,,
1515999453637,,,1,649,315,-,,,,,,,,,
1515999453653,,,1,648,317,-,,,,,,,,,
1515999453670,,,1,648,319,-,,,,,,,,,
1515999453687,,,1,648,320,-,,,,,,,,,
1515999453703,,,1,647,321,12,,,,,,,,,
1515999453896,,,2,647,321,-,,,,,,,,,
1515999453903,,,3,647,321,10,,,,,,,,,
