Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515752757503,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515752757281.0,1.0,,0.0,0.0
1515752757700,,,0,0,0,-,,,,,,,,,
1515752757901,,,0,0,0,-,,,,,,,,,
1515752758099,,,0,0,0,-,,,,,,,,,
1515752758299,,,0,0,0,-,,,,,,,,,
1515752758408,,,1,377,587,-,,,,,,,,,
1515752758423,,,1,357,577,-,,,,,,,,,
1515752758440,,,1,337,566,-,,,,,,,,,
1515752758458,,,1,324,550,-,,,,,,,,,
1515752758474,,,1,312,538,-,,,,,,,,,
1515752758490,,,1,302,527,-,,,,,,,,,
1515752758508,,,1,285,511,-,,,,,,,,,
1515752758524,,,1,274,491,-,,,,,,,,,
1515752758540,,,1,259,474,-,,,,,,,,,
1515752758557,,,1,245,462,-,,,,,,,,,
1515752758575,,,1,228,448,-,,,,,,,,,
1515752758591,,,1,213,432,-,,,,,,,,,
1515752758608,,,1,199,418,-,,,,,,,,,
1515752758625,,,1,181,403,-,,,,,,,,,
1515752758641,,,1,169,385,-,,,,,,,,,
1515752758658,,,1,152,369,-,,,,,,,,,
1515752758679,,,1,442,341,12,,,,,,,,,
1515752758680,,,2,442,341,-,,,,,,,,,
1515752758682,,,3,442,341,10,,,,,,,,,
1515752758899,,,0,442,341,-,,,,,,,,,
1515752759100,,,0,442,341,-,,,,,,,,,
1515752759300,,,0,442,341,-,,,,,,,,,
1515752759489,6.0,22.0,0,442,341,,,,,,,,,,
1515752759498,,,0,442,341,-,,,,,,,,,
1515752759598,7.0,22.0,0,442,341,,,,,,,,,,
1515752759699,,,0,442,341,-,,,,,,,,,
1515752759703,6.0,22.0,0,442,341,,,,,,,,,,
1515752759806,7.0,22.0,0,442,341,,,,,,,,,,
1515752759899,,,0,442,341,-,,,,,,,,,
1515752759912,6.0,22.0,0,442,341,,,,,,,,,,
1515752760015,7.0,22.0,0,442,341,,,,,,,,,,
1515752760102,,,0,442,341,-,,,,,,,,,
1515752760121,6.0,22.0,0,442,341,,,,,,,,,,
1515752760224,7.0,22.0,0,442,341,,,,,,,,,,
1515752760299,,,0,442,341,-,,,,,,,,,
1515752760330,6.0,22.0,0,442,341,,,,,,,,,,
1515752760434,7.0,22.0,0,442,341,,,,,,,,,,
1515752760499,,,0,442,341,-,,,,,,,,,
