Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518088655587,1173,164,758,407,493,389,0,0,1
0,1,1518088655603,927,209,758,407,493,389,0,0,1
0,1,1518088655649,912,220,758,407,493,389,0,0,1
0,1,1518088655655,887,244,758,407,493,389,0,0,1
0,1,1518088655816,886,244,758,407,493,389,0,0,1
0,1,1518088655816,886,244,758,407,493,389,0,0,1
0,1,1518088655824,883,245,758,407,493,389,0,0,1
0,1,1518088655824,883,245,758,407,493,389,0,0,1
0,1,1518088655832,879,248,758,407,493,389,0,0,1
0,1,1518088655833,879,248,758,407,493,389,0,0,1
0,1,1518088655840,874,251,758,407,493,389,0,0,1
0,1,1518088655841,874,251,758,407,493,389,0,0,1
0,1,1518088655848,869,256,758,407,493,389,0,0,1
0,1,1518088655849,869,256,758,407,493,389,0,0,1
0,1,1518088655856,863,261,758,407,493,389,0,0,1
0,1,1518088655857,863,261,758,407,493,389,0,0,1
0,1,1518088655864,858,266,758,407,493,389,0,0,1
0,1,1518088655865,858,266,758,407,493,389,0,0,1
0,1,1518088655873,847,276,758,407,493,389,0,0,1
0,1,1518088655877,847,276,758,407,493,389,0,0,1
0,1,1518088655881,835,285,758,407,493,389,0,0,1
0,1,1518088655882,835,285,758,407,493,389,0,0,1
0,1,1518088655888,822,297,758,407,493,389,0,0,1
0,1,1518088655892,822,297,758,407,493,389,0,0,1
0,1,1518088655897,808,309,758,407,493,389,0,0,1
0,1,1518088655899,808,309,758,407,493,389,0,0,1
0,1,1518088655908,794,319,758,407,493,389,0,0,1
0,1,1518088655909,794,319,758,407,493,389,0,0,1
0,1,1518088655914,780,331,758,407,493,389,0,0,1
0,1,1518088655915,780,331,758,407,493,389,0,0,1
0,1,1518088655922,773,335,758,407,493,389,0,0,1
0,1,1518088655923,773,335,758,407,493,389,0,0,1
0,1,1518088655930,773,335,758,407,493,389,0,0,1
0,1,1518088655932,773,335,758,407,493,389,0,0,1
0,1,1518088655938,761,343,758,407,493,389,0,0,1
0,1,1518088655939,761,343,758,407,493,389,0,0,1
0,1,1518088655946,750,348,758,407,493,389,0,0,1
0,1,1518088655947,750,348,758,407,493,389,0,0,1
0,1,1518088655954,747,350,758,407,493,389,0,0,1
0,1,1518088655955,747,350,758,407,493,389,0,0,1
0,1,1518088655963,738,354,758,407,493,389,0,0,1
0,1,1518088655964,738,354,758,407,493,389,0,0,1
0,1,1518088655970,732,357,758,407,493,389,0,0,1
0,1,1518088655971,732,357,758,407,493,389,0,0,1
0,1,1518088655976,728,359,758,407,493,389,0,0,1
0,1,1518088655980,728,359,758,407,493,389,0,0,1
0,1,1518088655987,726,360,758,407,493,389,0,0,1
0,1,1518088655987,726,360,758,407,493,389,0,0,1
0,1,1518088655992,722,362,758,407,493,389,0,0,1
0,1,1518088655992,722,362,758,407,493,389,0,0,1
0,1,1518088656001,720,363,758,407,493,389,0,0,1
0,1,1518088656002,720,363,758,407,493,389,0,0,1
0,1,1518088656008,718,364,758,407,493,389,0,0,1
0,1,1518088656009,718,364,758,407,493,389,0,0,1
0,1,1518088656019,717,365,758,407,493,389,0,0,1
0,1,1518088656020,717,365,758,407,493,389,0,0,1
0,1,1518088656024,714,366,758,407,493,389,0,0,1
0,1,1518088656025,714,366,758,407,493,389,0,0,1
0,1,1518088656033,714,366,758,407,493,389,0,0,1
0,1,1518088656034,714,366,758,407,493,389,0,0,1
0,1,1518088656040,712,368,758,407,493,389,0,0,1
0,1,1518088656041,712,368,758,407,493,389,0,0,1
0,1,1518088656049,711,369,758,407,493,389,0,0,1
0,1,1518088656050,711,369,758,407,493,389,0,0,1
0,1,1518088656056,710,370,758,407,493,389,0,0,1
0,1,1518088656056,710,370,758,407,493,389,0,0,1
0,1,1518088656066,709,372,758,407,493,389,0,0,1
0,1,1518088656067,709,372,758,407,493,389,0,0,1
0,1,1518088656072,707,375,758,407,493,389,0,0,1
0,1,1518088656072,707,375,758,407,493,389,0,0,1
0,1,1518088656082,706,377,758,407,493,389,0,0,1
0,1,1518088656083,706,377,758,407,493,389,0,0,1
0,1,1518088656088,705,379,758,407,493,389,0,0,1
0,1,1518088656088,705,379,758,407,493,389,0,0,1
0,1,1518088656097,705,380,758,407,493,389,0,0,1
0,1,1518088656098,705,380,758,407,493,389,0,0,1
0,1,1518088656104,703,382,758,407,493,389,0,0,1
0,1,1518088656109,703,382,758,407,493,389,0,0,1
0,1,1518088656115,702,384,758,407,493,389,0,0,1
0,1,1518088656116,702,384,758,407,493,389,0,0,1
0,1,1518088656120,701,386,758,407,493,389,0,0,1
0,1,1518088656124,701,386,758,407,493,389,0,0,1
0,1,1518088656132,700,388,758,407,493,389,0,0,1
0,1,1518088656134,700,388,758,407,493,389,0,0,1
0,1,1518088656136,699,389,758,407,493,389,0,0,1
0,1,1518088656142,699,389,758,407,493,389,0,0,1
0,1,1518088656148,699,390,758,407,493,389,0,0,1
0,1,1518088656149,699,390,758,407,493,389,0,0,1
0,1,1518088656152,698,391,758,407,493,389,0,0,1
0,1,1518088656156,698,391,758,407,493,389,0,0,1
0,1,1518088656160,697,392,758,407,493,389,0,0,1
0,1,1518088656163,697,392,758,407,493,389,0,0,1
0,1,1518088656172,696,393,758,407,493,389,0,0,1
0,1,1518088656173,696,393,758,407,493,389,0,0,1
0,1,1518088656176,696,393,758,407,493,389,0,0,1
0,1,1518088656176,696,393,758,407,493,389,0,0,1
0,1,1518088656187,696,394,758,407,493,389,0,0,1
0,1,1518088656188,696,394,758,407,493,389,0,0,1
0,1,1518088656192,695,395,758,407,493,389,0,0,1
0,1,1518088656192,695,395,758,407,493,389,0,0,1
0,1,1518088656203,695,395,758,407,493,389,0,0,1
0,1,1518088656203,695,395,758,407,493,389,0,0,1
0,1,1518088656208,694,395,758,407,493,389,0,0,1
0,1,1518088656209,694,395,758,407,493,389,0,0,1
0,1,1518088656218,694,396,758,407,493,389,0,0,1
0,1,1518088656219,694,396,758,407,493,389,0,0,1
0,1,1518088656224,694,396,758,407,493,389,0,0,1
0,1,1518088656224,694,396,758,407,493,389,0,0,1
0,1,1518088656235,694,397,758,407,493,389,0,0,1
0,1,1518088656236,694,397,758,407,493,389,0,0,1
0,1,1518088656240,693,397,758,407,493,389,0,0,1
0,1,1518088656241,693,397,758,407,493,389,0,0,1
0,1,1518088656250,693,397,758,407,493,389,0,0,1
0,1,1518088656251,693,397,758,407,493,389,0,0,1
0,1,1518088656256,693,398,758,407,493,389,0,0,1
0,1,1518088656257,693,398,758,407,493,389,0,0,1
0,1,1518088656265,693,399,758,407,493,389,0,0,1
0,1,1518088656266,693,399,758,407,493,389,0,0,1
0,1,1518088656272,693,399,758,407,493,389,0,0,1
0,1,1518088656272,693,399,758,407,493,389,0,0,1
0,1,1518088656280,693,400,758,407,493,389,0,0,1
0,1,1518088656282,693,400,758,407,493,389,0,0,1
0,1,1518088656288,693,400,758,407,493,389,0,0,1
0,1,1518088656289,693,400,758,407,493,389,0,0,1
0,1,1518088656297,693,401,758,407,493,389,0,0,1
