Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1525965580827,546,196,865,432,576,386,0,0,0.0825
0,1,1525965580838,559,223,865,432,576,386,0,0,0.0825
0,1,1525965580847,561,229,865,432,576,386,0,0,0.0825
0,1,1525965580858,563,234,865,432,576,386,0,0,0.0825
0,1,1525965580875,569,255,865,432,576,386,0,0,0.0825
0,1,1525965580892,568,258,865,432,576,386,0,0,0.0825
0,1,1525965580911,564,258,865,432,576,386,0,0,0.0825
0,1,1525965581019,569,260,865,432,576,386,0,0,0.0825
0,1,1525965581027,575,265,865,432,576,386,0,0,0.0825
0,1,1525965581041,583,273,865,432,576,386,0,0,0.0825
0,1,1525965581059,600,291,865,432,576,386,0,0,0.0825
0,1,1525965581075,627,316,865,432,576,386,0,0,0.0825
0,1,1525965581091,658,340,865,432,576,386,0,0,0.0825
0,1,1525965581107,670,348,865,432,576,386,0,0,0.0825
0,1,1525965581125,680,353,865,432,576,386,0,0,0.0825
0,1,1525965581141,681,353,865,432,576,386,0,0,0.0825
0,1,1525965581291,684,353,865,432,576,386,0,0,0.0825
0,1,1525965581307,690,353,865,432,576,386,0,0,0.0825
0,1,1525965581325,694,355,865,432,576,386,0,0,0.0825
0,1,1525965581342,698,357,865,432,576,386,0,0,0.0825
0,1,1525965581357,700,359,865,432,576,386,0,0,0.0825
0,1,1525965581374,703,364,865,432,576,386,0,0,0.0825
0,1,1525965581391,704,368,865,432,576,386,0,0,0.0825
0,1,1525965581408,704,373,865,432,576,386,0,0,0.0825
0,1,1525965581426,704,378,865,432,576,386,0,0,0.0825
0,1,1525965581442,704,382,865,432,576,386,0,0,0.0825
0,1,1525965581459,704,385,865,432,576,386,0,0,0.0825
0,1,1525965581475,704,387,865,432,576,386,0,0,0.0825
0,1,1525965581491,704,389,865,432,576,386,0,0,0.0825
0,1,1525965581508,704,390,865,432,576,386,0,0,0.0825
0,1,1525965581525,704,393,865,432,576,386,0,0,0.0825
0,1,1525965581542,704,395,865,432,576,386,0,0,0.0825
12,1,1525965581558,704,396,865,432,576,386,0,0,0.0825
0,2,1525965581729,704,396,865,432,576,386,0,0,0.0825
10,3,1525965581730,704,396,865,432,576,386,0,0,0.0825
