Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515750483540,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515750483327.0,1.0,,0.0,0.0
1515750483737,,,0,0,0,-,,,,,,,,,
1515750483939,,,0,0,0,-,,,,,,,,,
1515750484137,,,0,0,0,-,,,,,,,,,
1515750484340,,,0,0,0,-,,,,,,,,,
1515750484392,,,1,738,599,-,,,,,,,,,
1515750484407,,,1,722,586,-,,,,,,,,,
1515750484425,,,1,702,571,-,,,,,,,,,
1515750484441,,,1,690,557,-,,,,,,,,,
1515750484458,,,1,678,541,-,,,,,,,,,
1515750484474,,,1,660,530,-,,,,,,,,,
1515750484492,,,1,650,512,-,,,,,,,,,
1515750484508,,,1,636,497,-,,,,,,,,,
1515750484525,,,1,625,480,-,,,,,,,,,
1515750484542,,,1,607,464,-,,,,,,,,,
1515750484558,,,1,587,453,-,,,,,,,,,
1515750484576,,,1,574,439,-,,,,,,,,,
1515750484592,,,1,556,425,-,,,,,,,,,
1515750484609,,,1,542,406,-,,,,,,,,,
1515750484626,,,1,532,393,-,,,,,,,,,
1515750484641,,,1,515,379,-,,,,,,,,,
1515750484659,,,1,497,362,-,,,,,,,,,
1515750484675,,,1,480,347,-,,,,,,,,,
1515750484692,,,1,460,327,-,,,,,,,,,
1515750484709,,,1,447,308,-,,,,,,,,,
1515750484725,,,1,431,288,-,,,,,,,,,
1515750484743,,,1,420,270,-,,,,,,,,,
1515750484759,,,1,400,250,-,,,,,,,,,
1515750484775,,,1,380,239,-,,,,,,,,,
1515750484792,,,1,365,225,-,,,,,,,,,
1515750484810,,,1,345,215,-,,,,,,,,,
1515750484825,,,1,328,203,-,,,,,,,,,
1515750484842,,,1,315,185,-,,,,,,,,,
1515750484856,,,1,442,341,12,,,,,,,,,
1515750484857,,,2,442,341,-,,,,,,,,,
1515750484859,,,3,442,341,10,,,,,,,,,
1515750485136,,,0,442,341,-,,,,,,,,,
1515750485339,,,0,442,341,-,,,,,,,,,
1515750485539,,,0,442,341,-,,,,,,,,,
1515750485669,6.0,22.0,0,442,341,,,,,,,,,,
1515750485737,,,0,442,341,-,,,,,,,,,
1515750485774,7.0,22.0,0,442,341,,,,,,,,,,
1515750485880,6.0,22.0,0,442,341,,,,,,,,,,
1515750485938,,,0,442,341,-,,,,,,,,,
1515750485987,7.0,22.0,0,442,341,,,,,,,,,,
1515750486094,6.0,22.0,0,442,341,,,,,,,,,,
1515750486136,,,0,442,341,-,,,,,,,,,
1515750486201,7.0,22.0,0,442,341,,,,,,,,,,
1515750486307,6.0,22.0,0,442,341,,,,,,,,,,
1515750486336,,,0,442,341,-,,,,,,,,,
1515750486411,7.0,22.0,0,442,341,,,,,,,,,,
1515750486518,6.0,22.0,0,442,341,,,,,,,,,,
1515750486539,,,0,442,341,-,,,,,,,,,
1515750486625,7.0,22.0,0,442,341,,,,,,,,,,
1515750486730,6.0,22.0,0,442,341,,,,,,,,,,
1515750486735,,,0,442,341,-,,,,,,,,,
1515750486834,7.0,22.0,0,442,341,,,,,,,,,,
1515750486936,,,0,442,341,-,,,,,,,,,
1515750486940,6.0,22.0,0,442,341,,,,,,,,,,
1515750487046,7.0,22.0,0,442,341,,,,,,,,,,
1515750487138,,,0,442,341,-,,,,,,,,,
1515750487153,6.0,22.0,0,442,341,,,,,,,,,,
1515750487260,7.0,22.0,0,442,341,,,,,,,,,,
1515750487339,,,0,442,341,-,,,,,,,,,
1515750487367,6.0,22.0,0,442,341,,,,,,,,,,
1515750487474,7.0,22.0,0,442,341,,,,,,,,,,
1515750487536,,,0,442,341,-,,,,,,,,,
1515750487580,6.0,22.0,0,442,341,,,,,,,,,,
1515750487688,7.0,22.0,0,442,341,,,,,,,,,,
1515750487736,,,0,442,341,-,,,,,,,,,
1515750487793,6.0,22.0,0,442,341,,,,,,,,,,
1515750487902,7.0,22.0,0,442,341,,,,,,,,,,
1515750487939,,,0,442,341,-,,,,,,,,,
1515750488009,,,1,297,205,-,,,,,,,,,
1515750488017,,,1,281,217,-,,,,,,,,,
1515750488034,,,1,262,231,-,,,,,,,,,
1515750488052,,,1,244,247,-,,,,,,,,,
1515750488068,,,1,224,257,-,,,,,,,,,
1515750488085,,,1,207,267,-,,,,,,,,,
1515750488101,,,1,197,279,-,,,,,,,,,
