Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,4,1525969989265,109,248,865,431,576,389,0,0,1
0,1,1525969990195,110,242,865,431,576,389,0,0,1
0,1,1525969990198,295,347,865,431,576,389,0,0,1
0,1,1525969990293,296,353,865,431,576,389,0,0,1
0,1,1525969990301,301,349,865,431,576,389,0,0,1
0,1,1525969990309,309,344,865,431,576,389,0,0,1
0,1,1525969990317,320,336,865,431,576,389,0,0,1
0,1,1525969990325,334,328,865,431,576,389,0,0,1
0,1,1525969990333,362,314,865,431,576,389,0,0,1
0,1,1525969990341,398,300,865,431,576,389,0,0,1
0,1,1525969990349,445,290,865,431,576,389,0,0,1
0,1,1525969990357,496,286,865,431,576,389,0,0,1
0,1,1525969990365,593,286,865,431,576,389,0,0,1
0,1,1525969990373,655,296,865,431,576,389,0,0,1
0,1,1525969990381,679,306,865,431,576,389,0,0,1
0,1,1525969990389,699,315,865,431,576,389,0,0,1
0,1,1525969990397,735,331,865,431,576,389,0,0,1
0,1,1525969990405,746,337,865,431,576,389,0,0,1
0,1,1525969990413,769,347,865,431,576,389,0,0,1
0,1,1525969990421,774,350,865,431,576,389,0,0,1
0,1,1525969990429,787,355,865,431,576,389,0,0,1
0,1,1525969990437,793,357,865,431,576,389,0,0,1
0,1,1525969990445,797,358,865,431,576,389,0,0,1
0,1,1525969990670,797,357,865,431,576,389,0,0,1
0,1,1525969990678,795,354,865,431,576,389,0,0,1
0,1,1525969990686,793,351,865,431,576,389,0,0,1
0,1,1525969990695,788,346,865,431,576,389,0,0,1
0,1,1525969990703,784,340,865,431,576,389,0,0,1
0,1,1525969990713,782,337,865,431,576,389,0,0,1
0,1,1525969990718,778,331,865,431,576,389,0,0,1
0,1,1525969990726,774,325,865,431,576,389,0,0,1
0,1,1525969990734,768,315,865,431,576,389,0,0,1
0,1,1525969990744,766,313,865,431,576,389,0,0,1
0,1,1525969990750,763,307,865,431,576,389,0,0,1
0,1,1525969990759,761,304,865,431,576,389,0,0,1
0,1,1525969990774,758,299,865,431,576,389,0,0,1
0,1,1525969990782,757,296,865,431,576,389,0,0,1
0,1,1525969990798,755,293,865,431,576,389,0,0,1
0,1,1525969990814,754,291,865,431,576,389,0,0,1
0,1,1525969990831,754,291,865,431,576,389,0,0,1
0,1,1525969990999,754,290,865,431,576,389,0,0,1
0,1,1525969991015,753,288,865,431,576,389,0,0,1
0,1,1525969991031,752,286,865,431,576,389,0,0,1
0,1,1525969991047,751,283,865,431,576,389,0,0,1
0,1,1525969991064,750,280,865,431,576,389,0,0,1
0,1,1525969991079,749,277,865,431,576,389,0,0,1
0,1,1525969991089,749,275,865,431,576,389,0,0,1
0,1,1525969991104,749,273,865,431,576,389,0,0,1
0,1,1525969991120,748,271,865,431,576,389,0,0,1
0,1,1525969991136,748,271,865,431,576,389,0,0,1
12,1,1525969991168,748,270,865,431,576,389,0,0,1
0,0,1525969991420,748,270,865,431,576,389,0,0,1
0,2,1525969991481,748,270,865,431,576,389,0,0,1
10,3,1525969991523,748,270,865,431,576,389,0,0,1
0,0,1525969991821,748,270,865,431,576,389,0,0,1
0,1,1525969992188,748,271,865,431,576,389,0,0,1
0,1,1525969992204,748,275,865,431,576,389,0,0,1
0,1,1525969992212,748,278,865,431,576,389,0,0,1
0,1,1525969992220,748,283,865,431,576,389,0,0,1
0,1,1525969992228,748,287,865,431,576,389,0,0,1
12,1,1525969992237,748,291,865,431,576,389,0,0,1
0,0,1525969992624,748,291,865,431,576,389,0,0,1
0,1,1525969992744,751,312,865,431,576,389,0,0,1
0,1,1525969993014,751,314,865,431,576,389,0,0,1
0,1,1525969993022,750,317,865,431,576,389,0,0,1
0,1,1525969993031,748,320,865,431,576,389,0,0,1
0,1,1525969993038,747,324,865,431,576,389,0,0,1
0,1,1525969993046,746,327,865,431,576,389,0,0,1
0,1,1525969993054,745,330,865,431,576,389,0,0,1
0,1,1525969993062,744,334,865,431,576,389,0,0,1
0,1,1525969993071,743,337,865,431,576,389,0,0,1
0,1,1525969993079,741,343,865,431,576,389,0,0,1
0,1,1525969993086,739,349,865,431,576,389,0,0,1
0,1,1525969993097,739,349,865,431,576,389,0,0,1
0,1,1525969993099,737,354,865,431,576,389,0,0,1
0,1,1525969993103,735,359,865,431,576,389,0,0,1
0,1,1525969993110,733,364,865,431,576,389,0,0,1
0,1,1525969993118,732,369,865,431,576,389,0,0,1
0,1,1525969993126,730,374,865,431,576,389,0,0,1
0,1,1525969993134,729,378,865,431,576,389,0,0,1
0,1,1525969993142,727,382,865,431,576,389,0,0,1
0,1,1525969993150,726,386,865,431,576,389,0,0,1
0,1,1525969993158,725,389,865,431,576,389,0,0,1
0,1,1525969993166,724,392,865,431,576,389,0,0,1
0,1,1525969993177,723,394,865,431,576,389,0,0,1
0,1,1525969993190,722,398,865,431,576,389,0,0,1
0,1,1525969993207,722,400,865,431,576,389,0,0,1
0,1,1525969993222,721,403,865,431,576,389,0,0,1
0,1,1525969993239,721,404,865,431,576,389,0,0,1
0,1,1525969993255,720,404,865,431,576,389,0,0,1
12,1,1525969993303,720,405,865,431,576,389,0,0,1
0,0,1525969993627,720,405,865,431,576,389,0,0,1
10,3,1525969993635,720,405,865,431,576,389,0,0,1
0,2,1525969993636,720,405,865,431,576,389,0,0,1
0,2,1525969999233,720,405,865,431,576,389,0,0,1
10,3,1525969999389,720,405,865,431,576,389,0,0,1
