Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515751447172,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515751446958.0,1.0,,0.0,0.0
1515751447369,,,0,0,0,-,,,,,,,,,
1515751447568,,,0,0,0,-,,,,,,,,,
1515751447769,,,0,0,0,-,,,,,,,,,
1515751447972,,,0,0,0,-,,,,,,,,,
1515751448099,,,1,796,527,-,,,,,,,,,
1515751448113,,,1,777,508,-,,,,,,,,,
1515751448131,,,1,765,490,-,,,,,,,,,
1515751448148,,,1,748,477,-,,,,,,,,,
1515751448164,,,1,728,465,-,,,,,,,,,
1515751448181,,,1,708,451,-,,,,,,,,,
1515751448198,,,1,697,440,-,,,,,,,,,
1515751448215,,,1,682,427,-,,,,,,,,,
1515751448230,,,1,668,417,-,,,,,,,,,
1515751448248,,,1,655,407,-,,,,,,,,,
1515751448264,,,1,637,396,-,,,,,,,,,
1515751448280,,,1,624,385,-,,,,,,,,,
1515751448297,,,1,611,370,-,,,,,,,,,
1515751448314,,,1,597,356,-,,,,,,,,,
1515751448332,,,1,586,344,-,,,,,,,,,
1515751448347,,,1,571,330,-,,,,,,,,,
1515751448365,,,1,559,318,-,,,,,,,,,
1515751448382,,,1,542,304,-,,,,,,,,,
1515751448398,,,1,522,293,-,,,,,,,,,
1515751448415,,,1,507,279,-,,,,,,,,,
1515751448426,,,1,442,341,12,,,,,,,,,
1515751448427,,,2,442,341,-,,,,,,,,,
1515751448429,,,3,442,341,10,,,,,,,,,
1515751448769,,,0,442,341,-,,,,,,,,,
1515751448972,,,0,442,341,-,,,,,,,,,
1515751449168,,,0,442,341,-,,,,,,,,,
1515751449239,6.0,22.0,0,442,341,,,,,,,,,,
1515751449347,7.0,22.0,0,442,341,,,,,,,,,,
1515751449373,,,0,442,341,-,,,,,,,,,
1515751449450,6.0,22.0,0,442,341,,,,,,,,,,
1515751449558,7.0,22.0,0,442,341,,,,,,,,,,
1515751449569,,,0,442,341,-,,,,,,,,,
1515751449663,6.0,22.0,0,442,341,,,,,,,,,,
