Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515999893690,,,0,0,0,-,581.65625,298.875,881.65625,342.875,1515999893477.0,0.0,,0.0,0.0
1515999893893,,,0,0,0,-,,,,,,,,,
1515999893984,,,1,686,6,-,,,,,,,,,
1515999893996,,,1,697,44,-,,,,,,,,,
1515999894014,,,1,712,85,-,,,,,,,,,
1515999894030,,,1,723,115,-,,,,,,,,,
1515999894046,,,1,736,146,-,,,,,,,,,
1515999894064,,,1,742,161,-,,,,,,,,,
1515999894080,,,1,746,168,-,,,,,,,,,
1515999894097,,,1,749,174,-,,,,,,,,,
1515999894113,,,1,750,176,-,,,,,,,,,
1515999894130,,,1,750,176,-,,,,,,,,,
1515999894147,,,1,750,177,-,,,,,,,,,
1515999894163,,,1,750,177,-,,,,,,,,,
1515999894180,,,1,750,178,-,,,,,,,,,
1515999894196,,,1,748,179,-,,,,,,,,,
1515999894213,,,1,744,183,-,,,,,,,,,
1515999894230,,,1,738,191,-,,,,,,,,,
1515999894246,,,1,730,202,-,,,,,,,,,
1515999894263,,,1,718,216,-,,,,,,,,,
1515999894280,,,1,705,233,-,,,,,,,,,
1515999894297,,,1,690,254,-,,,,,,,,,
1515999894314,,,1,678,274,-,,,,,,,,,
1515999894330,,,1,672,286,-,,,,,,,,,
1515999894346,,,1,667,297,-,,,,,,,,,
1515999894364,,,1,665,302,-,,,,,,,,,
1515999894380,,,1,662,308,-,,,,,,,,,
1515999894396,,,1,662,312,-,,,,,,,,,
1515999894413,,,1,662,313,12,,,,,,,,,
1515999894661,,,2,662,313,-,,,,,,,,,
1515999894670,,,3,662,313,10,,,,,,,,,
