Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515640006413,,,0,0,0,-,612.65625,298.875,912.65625,342.875,1515640006209.0,0.0,,0.0,0.0
1515640006615,,,0,0,0,-,,,,,,,,,
1515640006719,,,1,757,110,-,,,,,,,,,
1515640006737,,,1,756,114,-,,,,,,,,,
1515640006741,,,1,755,116,-,,,,,,,,,
1515640006757,,,1,755,123,-,,,,,,,,,
1515640006774,,,1,755,133,-,,,,,,,,,
1515640006791,,,1,756,145,-,,,,,,,,,
1515640006808,,,1,760,160,-,,,,,,,,,
1515640006824,,,1,764,180,-,,,,,,,,,
1515640006841,,,1,770,213,-,,,,,,,,,
1515640006857,,,1,776,238,-,,,,,,,,,
1515640006874,,,1,780,259,-,,,,,,,,,
1515640006891,,,1,781,273,-,,,,,,,,,
1515640006908,,,1,782,284,-,,,,,,,,,
1515640006924,,,1,780,291,-,,,,,,,,,
1515640006941,,,1,777,299,-,,,,,,,,,
1515640006958,,,1,774,305,-,,,,,,,,,
1515640006974,,,1,772,309,-,,,,,,,,,
1515640006991,,,1,770,313,-,,,,,,,,,
1515640007008,,,1,768,315,-,,,,,,,,,
1515640007024,,,1,766,316,-,,,,,,,,,
1515640007041,,,1,763,316,-,,,,,,,,,
1515640007058,,,1,761,316,-,,,,,,,,,
1515640007075,,,1,758,317,-,,,,,,,,,
1515640007092,,,1,754,317,-,,,,,,,,,
1515640007108,,,1,748,318,-,,,,,,,,,
1515640007125,,,1,743,318,-,,,,,,,,,
1515640007142,,,1,739,318,-,,,,,,,,,
1515640007158,,,1,737,318,-,,,,,,,,,
1515640007175,,,1,736,318,-,,,,,,,,,
1515640007192,,,1,736,318,-,,,,,,,,,
1515640007209,,,1,735,318,12,,,,,,,,,
1515640007228,,,2,735,318,-,,,,,,,,,
1515640007318,,,3,735,318,10,,,,,,,,,
1515640007492,,,1,735,318,-,,,,,,,,,
1515640007509,,,1,735,317,-,,,,,,,,,
