Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515652354568,,,1,693,591,-,292.65625,298.875,592.65625,342.875,1515652354505.0,1.0,,0.0,0.0
1515652354591,,,1,700,568,-,,,,,,,,,
1515652354623,,,1,705,551,-,,,,,,,,,
1515652354669,,,1,714,521,12,,,,,,,,,
1515652354917,,,0,714,521,-,,,,,,,,,
1515652355118,,,0,714,521,-,,,,,,,,,
1515652355320,,,0,714,521,-,,,,,,,,,
1515652355518,,,0,714,521,-,,,,,,,,,
1515652355661,,,1,665,599,-,,,,,,,,,
1515652355672,,,1,653,580,-,,,,,,,,,
1515652355689,,,1,636,569,-,,,,,,,,,
1515652355706,,,1,625,556,-,,,,,,,,,
1515652355723,,,1,611,536,-,,,,,,,,,
1515652355739,,,1,591,524,-,,,,,,,,,
1515652355756,,,1,579,506,-,,,,,,,,,
1515652355772,,,1,560,492,-,,,,,,,,,
1515652355789,,,1,543,474,-,,,,,,,,,
1515652355806,,,1,527,456,-,,,,,,,,,
1515652355823,,,1,511,444,-,,,,,,,,,
1515652355839,,,1,491,427,-,,,,,,,,,
1515652355856,,,1,473,407,-,,,,,,,,,
1515652355872,,,1,461,396,-,,,,,,,,,
1515652355890,,,1,447,382,-,,,,,,,,,
1515652355907,,,1,429,364,-,,,,,,,,,
1515652355922,,,1,419,351,-,,,,,,,,,
1515652355939,,,1,408,331,-,,,,,,,,,
1515652355956,,,1,398,317,-,,,,,,,,,
1515652355973,,,1,386,306,-,,,,,,,,,
1515652355989,,,1,369,292,-,,,,,,,,,
1515652356006,,,1,357,275,-,,,,,,,,,
1515652356023,,,1,345,262,-,,,,,,,,,
1515652356040,,,1,334,245,-,,,,,,,,,
1515652356057,,,1,324,228,-,,,,,,,,,
1515652356077,,,1,442,191,12,,,,,,,,,
1515652356078,,,2,442,191,-,,,,,,,,,
1515652356085,,,3,442,191,10,,,,,,,,,
1515652356316,,,0,442,191,-,,,,,,,,,
1515652356519,,,0,442,191,-,,,,,,,,,
1515652356716,,,0,442,191,-,,,,,,,,,
1515652356913,,,1,442,255,12,,,,,,,,,
1515652356913,,,2,442,255,-,,,,,,,,,
1515652356916,,,3,442,255,10,,,,,,,,,
1515652357116,,,0,442,255,-,,,,,,,,,
1515652357320,,,0,442,255,-,,,,,,,,,
1515652357520,,,0,442,255,-,,,,,,,,,
1515652357719,,,0,442,255,-,,,,,,,,,
1515652357745,,,1,442,321,12,,,,,,,,,
1515652357746,,,2,442,321,-,,,,,,,,,
1515652357747,,,3,442,321,10,,,,,,,,,
