Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518083276510,715,466,841,411,576,389,0,0,1
0,1,1518083276530,715,445,841,411,576,389,0,0,1
0,1,1518083276539,715,440,841,411,576,389,0,0,1
0,1,1518083276557,714,418,841,411,576,389,0,0,1
0,1,1518083276573,713,398,841,411,576,389,0,0,1
0,1,1518083276590,712,389,841,411,576,389,0,0,1
0,1,1518083276606,711,385,841,411,576,389,0,0,1
0,1,1518083276623,710,383,841,411,576,389,0,0,1
38,1,1518083276640,710,382,841,411,576,389,0,0,1
0,2,1518083276824,710,382,841,411,576,389,0,0,1
36,3,1518083276835,710,382,841,411,576,389,0,0,1
0,1,1518083277056,710,385,841,411,576,389,0,0,1
0,1,1518083277073,710,387,841,411,576,389,0,0,1
0,1,1518083277089,710,391,841,411,576,389,0,0,1
0,1,1518083277106,709,394,841,411,576,389,0,0,1
0,1,1518083277123,708,398,841,411,576,389,0,0,1
0,1,1518083277140,708,401,841,411,576,389,0,0,1
0,1,1518083277156,707,403,841,411,576,389,0,0,1
0,1,1518083277173,707,405,841,411,576,389,0,0,1
0,1,1518083277189,706,406,841,411,576,389,0,0,1
38,1,1518083277206,706,407,841,411,576,389,0,0,1
0,2,1518083277351,706,407,841,411,576,389,0,0,1
36,3,1518083277368,706,407,841,411,576,389,0,0,1
