Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515727614572,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515727614363.0,1.0,,0.0,0.0
1515727614774,,,0,0,0,-,,,,,,,,,
1515727614971,,,0,0,0,-,,,,,,,,,
1515727615171,,,0,0,0,-,,,,,,,,,
1515727615371,,,0,0,0,-,,,,,,,,,
1515727615462,,,1,755,598,-,,,,,,,,,
1515727615478,,,1,744,578,-,,,,,,,,,
1515727615495,,,1,725,558,-,,,,,,,,,
1515727615512,,,1,714,545,-,,,,,,,,,
1515727615528,,,1,698,531,-,,,,,,,,,
1515727615545,,,1,687,512,-,,,,,,,,,
1515727615562,,,1,676,499,-,,,,,,,,,
1515727615578,,,1,662,485,-,,,,,,,,,
1515727615595,,,1,645,475,-,,,,,,,,,
1515727615612,,,1,629,463,-,,,,,,,,,
1515727615628,,,1,610,443,-,,,,,,,,,
1515727615645,,,1,597,430,-,,,,,,,,,
1515727615662,,,1,587,413,-,,,,,,,,,
1515727615678,,,1,575,395,-,,,,,,,,,
1515727615695,,,1,562,382,-,,,,,,,,,
1515727615712,,,1,542,369,-,,,,,,,,,
1515727615729,,,1,530,356,-,,,,,,,,,
1515727615745,,,1,517,346,-,,,,,,,,,
1515727615762,,,1,507,328,-,,,,,,,,,
1515727615779,,,1,496,310,-,,,,,,,,,
1515727615795,,,1,486,297,-,,,,,,,,,
1515727615811,,,1,468,284,-,,,,,,,,,
1515727615829,,,1,452,264,-,,,,,,,,,
1515727615846,,,1,433,252,-,,,,,,,,,
1515727615862,,,1,420,242,-,,,,,,,,,
1515727615879,,,1,403,227,-,,,,,,,,,
1515727615896,,,1,391,217,-,,,,,,,,,
1515727615912,,,1,381,197,-,,,,,,,,,
1515727615928,,,1,365,180,-,,,,,,,,,
1515727615945,,,1,442,341,12,,,,,,,,,
1515727615947,,,2,442,341,-,,,,,,,,,
1515727615950,,,3,442,341,10,,,,,,,,,
1515727616171,,,0,442,341,-,,,,,,,,,
1515727616371,,,0,442,341,-,,,,,,,,,
1515727616572,,,0,442,341,-,,,,,,,,,
1515727616760,6.0,22.0,0,442,341,,,,,,,,,,
1515727616771,,,0,442,341,-,,,,,,,,,
1515727616871,7.0,22.0,0,442,341,,,,,,,,,,
1515727616972,,,0,442,341,-,,,,,,,,,
1515727616974,6.0,22.0,0,442,341,,,,,,,,,,
1515727617080,7.0,22.0,0,442,341,,,,,,,,,,
1515727617171,,,0,442,341,-,,,,,,,,,
1515727617186,6.0,22.0,0,442,341,,,,,,,,,,
1515727617292,7.0,22.0,0,442,341,,,,,,,,,,
1515727617374,,,0,442,341,-,,,,,,,,,
1515727617395,6.0,22.0,0,442,341,,,,,,,,,,
1515727617499,7.0,22.0,0,442,341,,,,,,,,,,
1515727617575,,,0,442,341,-,,,,,,,,,
1515727617600,6.0,22.0,0,442,341,,,,,,,,,,
