Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1516008539204,,,0,605,543,-,377.71875,447.875,677.71875,491.875,1516007757165.0,0.0,,0.0,0.0
1516008539406,,,0,605,543,-,,,,,,,,,
1516008539606,,,0,605,543,-,,,,,,,,,
1516008539806,,,0,605,543,-,,,,,,,,,
1516008540005,,,0,605,543,-,,,,,,,,,
1516008540206,,,0,605,543,-,,,,,,,,,
1516008540404,,,0,605,543,-,,,,,,,,,
1516008540605,,,0,605,543,-,,,,,,,,,
1516008540682,,,1,605,542,-,,,,,,,,,
1516008540782,,,1,605,541,-,,,,,,,,,
1516008540811,,,1,605,540,-,,,,,,,,,
1516008540824,,,1,603,540,-,,,,,,,,,
1516008540839,,,1,603,539,-,,,,,,,,,
1516008540854,,,1,603,538,-,,,,,,,,,
1516008540868,,,1,602,537,-,,,,,,,,,
1516008540896,,,1,602,536,-,,,,,,,,,
1516008540911,,,1,601,536,-,,,,,,,,,
1516008540924,,,1,601,535,-,,,,,,,,,
1516008540953,,,1,601,535,-,,,,,,,,,
1516008540968,,,1,601,534,-,,,,,,,,,
1516008540982,,,1,601,533,-,,,,,,,,,
1516008540997,,,1,600,533,-,,,,,,,,,
1516008541025,,,1,599,532,-,,,,,,,,,
1516008541038,,,1,598,532,-,,,,,,,,,
1516008541053,,,1,596,531,-,,,,,,,,,
1516008541068,,,1,592,529,-,,,,,,,,,
1516008541096,,,1,587,528,-,,,,,,,,,
1516008541110,,,1,582,526,-,,,,,,,,,
1516008541124,,,1,576,525,-,,,,,,,,,
1516008541138,,,1,570,523,-,,,,,,,,,
1516008541152,,,1,565,522,-,,,,,,,,,
1516008541168,,,1,559,520,-,,,,,,,,,
1516008541185,,,1,554,518,-,,,,,,,,,
1516008541202,,,1,551,517,-,,,,,,,,,
1516008541219,,,1,548,515,-,,,,,,,,,
1516008541237,,,1,545,512,-,,,,,,,,,
1516008541254,,,1,543,511,-,,,,,,,,,
1516008541271,,,1,539,509,-,,,,,,,,,
1516008541287,,,1,536,506,-,,,,,,,,,
1516008541304,,,1,532,500,-,,,,,,,,,
1516008541321,,,1,529,496,-,,,,,,,,,
1516008541338,,,1,527,493,-,,,,,,,,,
1516008541355,,,1,525,489,-,,,,,,,,,
1516008541372,,,1,524,487,-,,,,,,,,,
1516008541390,,,1,523,485,-,,,,,,,,,
1516008541407,,,1,522,483,-,,,,,,,,,
1516008541424,,,1,521,482,-,,,,,,,,,
1516008541441,,,1,521,481,-,,,,,,,,,
1516008541458,,,1,520,481,-,,,,,,,,,
1516008541476,,,1,520,480,-,,,,,,,,,
1516008541512,,,1,520,479,-,,,,,,,,,
1516008541536,,,1,520,479,-,,,,,,,,,
1516008541554,,,1,519,479,12,,,,,,,,,
1516008541806,,,0,519,479,-,,,,,,,,,
1516008541874,,,2,519,479,-,,,,,,,,,
1516008541879,,,3,519,479,10,,,,,,,,,
