Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515639968837,,,1,756,176,-,605.15625,449.875,905.15625,493.875,1515639968809.0,0.0,,0.0,0.0
1515639968865,,,1,755,176,-,,,,,,,,,
1515639968936,,,1,755,184,-,,,,,,,,,
1515639968945,,,1,754,190,-,,,,,,,,,
1515639968955,,,1,754,200,-,,,,,,,,,
1515639968971,,,1,752,228,-,,,,,,,,,
1515639968988,,,1,750,274,-,,,,,,,,,
1515639969004,,,1,749,295,-,,,,,,,,,
1515639969021,,,1,750,318,-,,,,,,,,,
1515639969038,,,1,755,347,-,,,,,,,,,
1515639969055,,,1,762,374,-,,,,,,,,,
1515639969072,,,1,765,386,-,,,,,,,,,
1515639969097,,,1,767,411,-,,,,,,,,,
1515639969112,,,1,767,417,-,,,,,,,,,
1515639969143,,,1,766,424,-,,,,,,,,,
1515639969167,,,1,766,436,-,,,,,,,,,
1515639969175,,,1,766,442,-,,,,,,,,,
1515639969192,,,1,766,445,-,,,,,,,,,
1515639969205,,,1,762,458,-,,,,,,,,,
1515639969222,,,1,759,466,-,,,,,,,,,
1515639969239,,,1,757,472,-,,,,,,,,,
1515639969256,,,1,756,477,-,,,,,,,,,
1515639969272,,,1,756,478,-,,,,,,,,,
1515639969289,,,1,756,478,12,,,,,,,,,
1515639969397,,,2,756,478,-,,,,,,,,,
1515639969481,,,3,756,478,10,,,,,,,,,
