Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515998486519,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515998486306.0,1.0,,0.0,0.0
1515998486718,,,0,0,0,-,,,,,,,,,
1515998486917,,,0,0,0,-,,,,,,,,,
1515998487114,,,0,0,0,-,,,,,,,,,
1515998487319,,,0,0,0,-,,,,,,,,,
1515998487410,,,1,533,594,-,,,,,,,,,
1515998487425,,,1,513,575,-,,,,,,,,,
1515998487442,,,1,500,559,-,,,,,,,,,
1515998487458,,,1,483,541,-,,,,,,,,,
1515998487476,,,1,471,522,-,,,,,,,,,
1515998487491,,,1,459,512,-,,,,,,,,,
1515998487508,,,1,443,497,-,,,,,,,,,
1515998487525,,,1,428,486,-,,,,,,,,,
1515998487541,,,1,410,473,-,,,,,,,,,
1515998487559,,,1,400,460,-,,,,,,,,,
1515998487576,,,1,390,444,-,,,,,,,,,
1515998487592,,,1,371,430,-,,,,,,,,,
1515998487609,,,1,352,420,-,,,,,,,,,
1515998487625,,,1,337,410,-,,,,,,,,,
1515998487642,,,1,320,393,-,,,,,,,,,
1515998487659,,,1,302,378,-,,,,,,,,,
1515998487675,,,1,284,368,-,,,,,,,,,
1515998487688,,,1,442,341,12,,,,,,,,,
1515998487689,,,2,442,341,-,,,,,,,,,
1515998487691,,,3,442,341,10,,,,,,,,,
1515998487918,,,0,442,341,-,,,,,,,,,
1515998488118,,,0,442,341,-,,,,,,,,,
1515998488319,,,0,442,341,-,,,,,,,,,
1515998488502,6.0,22.0,0,442,341,,,,,,,,,,
1515998488514,,,0,442,341,-,,,,,,,,,
1515998488613,7.0,22.0,0,442,341,,,,,,,,,,
1515998488716,,,0,442,341,-,,,,,,,,,
1515998488719,6.0,22.0,0,442,341,,,,,,,,,,
1515998488826,7.0,22.0,0,442,341,,,,,,,,,,
1515998488919,,,0,442,341,-,,,,,,,,,
1515998488933,6.0,22.0,0,442,341,,,,,,,,,,
1515998489041,7.0,22.0,0,442,341,,,,,,,,,,
1515998489119,,,0,442,341,-,,,,,,,,,
1515998489148,6.0,22.0,0,442,341,,,,,,,,,,
1515998489256,7.0,22.0,0,442,341,,,,,,,,,,
1515998489319,,,0,442,341,-,,,,,,,,,
1515998489364,6.0,22.0,0,442,341,,,,,,,,,,
1515998489471,7.0,22.0,0,442,341,,,,,,,,,,
1515998489515,,,0,442,341,-,,,,,,,,,
1515998489577,6.0,22.0,0,442,341,,,,,,,,,,
1515998489683,7.0,22.0,0,442,341,,,,,,,,,,
1515998489719,,,0,442,341,-,,,,,,,,,
1515998489789,6.0,22.0,0,442,341,,,,,,,,,,
1515998489895,7.0,22.0,0,442,341,,,,,,,,,,
1515998489917,,,0,442,341,-,,,,,,,,,
1515998490001,6.0,22.0,0,442,341,,,,,,,,,,
1515998490110,7.0,22.0,0,442,341,,,,,,,,,,
1515998490115,,,0,442,341,-,,,,,,,,,
1515998490214,6.0,22.0,0,442,341,,,,,,,,,,
1515998490319,,,0,442,341,-,,,,,,,,,
1515998490321,7.0,22.0,0,442,341,,,,,,,,,,
1515998490431,6.0,22.0,0,442,341,,,,,,,,,,
1515998490519,,,0,442,341,-,,,,,,,,,
1515998490540,7.0,22.0,0,442,341,,,,,,,,,,
1515998490646,6.0,22.0,0,442,341,,,,,,,,,,
1515998490718,,,0,442,341,-,,,,,,,,,
1515998490752,7.0,22.0,0,442,341,,,,,,,,,,
1515998490857,6.0,22.0,0,442,341,,,,,,,,,,
1515998490919,,,0,442,341,-,,,,,,,,,
1515998490962,7.0,22.0,0,442,341,,,,,,,,,,
1515998491069,,,1,271,385,-,,,,,,,,,
1515998491085,,,1,252,395,-,,,,,,,,,
1515998491102,,,1,237,406,-,,,,,,,,,
1515998491118,,,1,221,420,-,,,,,,,,,
1515998491135,,,1,207,440,-,,,,,,,,,
1515998491152,,,1,194,450,-,,,,,,,,,
1515998491169,,,1,178,463,-,,,,,,,,,
1515998491185,,,1,158,482,-,,,,,,,,,
1515998491202,,,1,139,492,-,,,,,,,,,
1515998491218,,,1,128,509,-,,,,,,,,,
1515998491235,,,1,115,524,-,,,,,,,,,
1515998491252,,,1,104,541,-,,,,,,,,,
1515998491259,,,1,442,405,12,,,,,,,,,
1515998491260,,,2,442,405,-,,,,,,,,,
1515998491261,,,3,442,405,10,,,,,,,,,
1515998491518,,,0,442,405,-,,,,,,,,,
1515998491719,,,0,442,405,-,,,,,,,,,
1515998491920,,,0,442,405,-,,,,,,,,,
1515998492086,6.0,22.0,0,442,405,,,,,,,,,,
1515998492115,,,0,442,405,-,,,,,,,,,
1515998492189,7.0,22.0,0,442,405,,,,,,,,,,
1515998492294,6.0,22.0,0,442,405,,,,,,,,,,
1515998492318,,,0,442,405,-,,,,,,,,,
1515998492401,7.0,22.0,0,442,405,,,,,,,,,,
1515998492505,6.0,22.0,0,442,405,,,,,,,,,,
1515998492514,,,0,442,405,-,,,,,,,,,
