Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518081403481,815,358,841,407,576,389,0,0,1
0,1,1518081403510,805,363,841,407,576,389,0,0,1
0,1,1518081403738,805,363,841,407,576,389,0,0,1
0,1,1518081403755,801,363,841,407,576,389,0,0,1
0,1,1518081403772,797,365,841,407,576,389,0,0,1
0,1,1518081403788,792,367,841,407,576,389,0,0,1
0,1,1518081403805,786,369,841,407,576,389,0,0,1
0,1,1518081403822,778,373,841,407,576,389,0,0,1
0,1,1518081403838,768,377,841,407,576,389,0,0,1
0,1,1518081403856,759,382,841,407,576,389,0,0,1
0,1,1518081403872,750,386,841,407,576,389,0,0,1
0,1,1518081403890,742,391,841,407,576,389,0,0,1
0,1,1518081403905,736,394,841,407,576,389,0,0,1
0,1,1518081403928,730,398,841,407,576,389,0,0,1
0,1,1518081403938,727,400,841,407,576,389,0,0,1
0,1,1518081403956,724,402,841,407,576,389,0,0,1
0,1,1518081403972,722,403,841,407,576,389,0,0,1
0,1,1518081403991,720,404,841,407,576,389,0,0,1
0,1,1518081404006,719,404,841,407,576,389,0,0,1
0,1,1518081404023,717,405,841,407,576,389,0,0,1
0,1,1518081404039,716,406,841,407,576,389,0,0,1
0,1,1518081404056,716,406,841,407,576,389,0,0,1
0,1,1518081404073,715,406,841,407,576,389,0,0,1
0,1,1518081404089,715,406,841,407,576,389,0,0,1
0,1,1518081404145,715,406,841,407,576,389,0,0,1
38,1,1518081404156,715,407,841,407,576,389,0,0,1
0,0,1518081404469,715,407,841,407,576,389,0,0,1
0,2,1518081405734,715,407,841,407,576,389,0,0,1
36,3,1518081405735,715,407,841,407,576,389,0,0,1
