Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515728167051,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515728166841.0,1.0,,0.0,0.0
1515728167246,,,0,0,0,-,,,,,,,,,
1515728167447,,,0,0,0,-,,,,,,,,,
1515728167647,,,0,0,0,-,,,,,,,,,
1515728167847,,,0,0,0,-,,,,,,,,,
1515728167957,,,1,414,584,-,,,,,,,,,
1515728167972,,,1,398,574,-,,,,,,,,,
1515728167990,,,1,384,563,-,,,,,,,,,
1515728168007,,,1,370,544,-,,,,,,,,,
1515728168023,,,1,350,529,-,,,,,,,,,
1515728168040,,,1,330,514,-,,,,,,,,,
1515728168057,,,1,312,499,-,,,,,,,,,
1515728168074,,,1,292,486,-,,,,,,,,,
1515728168090,,,1,274,466,-,,,,,,,,,
1515728168107,,,1,261,446,-,,,,,,,,,
1515728168123,,,1,245,428,-,,,,,,,,,
1515728168141,,,1,235,408,-,,,,,,,,,
1515728168157,,,1,215,398,-,,,,,,,,,
1515728168174,,,1,203,383,-,,,,,,,,,
1515728168191,,,1,186,365,-,,,,,,,,,
1515728168207,,,1,168,346,-,,,,,,,,,
1515728168225,,,1,442,341,12,,,,,,,,,
1515728168226,,,2,442,341,-,,,,,,,,,
1515728168229,,,3,442,341,10,,,,,,,,,
1515728168447,,,0,442,341,-,,,,,,,,,
1515728168647,,,0,442,341,-,,,,,,,,,
1515728168847,,,0,442,341,-,,,,,,,,,
1515728169038,6.0,22.0,0,442,341,,,,,,,,,,
1515728169046,,,0,442,341,-,,,,,,,,,
1515728169147,7.0,22.0,0,442,341,,,,,,,,,,
1515728169247,,,0,442,341,-,,,,,,,,,
1515728169253,6.0,22.0,0,442,341,,,,,,,,,,
1515728169361,7.0,22.0,0,442,341,,,,,,,,,,
1515728169447,,,0,442,341,-,,,,,,,,,
1515728169466,6.0,22.0,0,442,341,,,,,,,,,,
1515728169570,7.0,22.0,0,442,341,,,,,,,,,,
1515728169648,,,0,442,341,-,,,,,,,,,
1515728169673,6.0,22.0,0,442,341,,,,,,,,,,
1515728169779,7.0,22.0,0,442,341,,,,,,,,,,
1515728169847,,,0,442,341,-,,,,,,,,,
1515728169884,6.0,22.0,0,442,341,,,,,,,,,,
1515728169988,7.0,22.0,0,442,341,,,,,,,,,,
1515728170046,,,0,442,341,-,,,,,,,,,
1515728170098,6.0,22.0,0,442,341,,,,,,,,,,
1515728170205,7.0,22.0,0,442,341,,,,,,,,,,
1515728170247,,,0,442,341,-,,,,,,,,,
1515728170307,6.0,22.0,0,442,341,,,,,,,,,,
1515728170415,7.0,22.0,0,442,341,,,,,,,,,,
1515728170451,,,0,442,341,-,,,,,,,,,
1515728170523,6.0,22.0,0,442,341,,,,,,,,,,
1515728170631,7.0,22.0,0,442,341,,,,,,,,,,
1515728170648,,,0,442,341,-,,,,,,,,,
1515728170738,6.0,22.0,0,442,341,,,,,,,,,,
1515728170846,7.0,22.0,0,442,341,,,,,,,,,,
1515728170846,,,0,442,341,-,,,,,,,,,
1515728170953,6.0,22.0,0,442,341,,,,,,,,,,
1515728171048,,,0,442,341,-,,,,,,,,,
1515728171057,7.0,22.0,0,442,341,,,,,,,,,,
1515728171164,6.0,22.0,0,442,341,,,,,,,,,,
1515728171249,,,0,442,341,-,,,,,,,,,
1515728171270,7.0,22.0,0,442,341,,,,,,,,,,
1515728171375,6.0,22.0,0,442,341,,,,,,,,,,
1515728171449,,,0,442,341,-,,,,,,,,,
1515728171482,7.0,22.0,0,442,341,,,,,,,,,,
1515728171588,,,1,156,365,-,,,,,,,,,
1515728171600,,,1,143,382,-,,,,,,,,,
1515728171617,,,1,129,401,-,,,,,,,,,
1515728171633,,,1,112,420,-,,,,,,,,,
1515728171650,,,1,94,432,-,,,,,,,,,
1515728171667,,,1,81,442,-,,,,,,,,,
1515728171683,,,1,63,455,-,,,,,,,,,
1515728171692,,,1,442,405,12,,,,,,,,,
1515728171693,,,2,442,405,-,,,,,,,,,
1515728171694,,,3,442,405,10,,,,,,,,,
1515728172051,,,0,442,405,-,,,,,,,,,
1515728172251,,,0,442,405,-,,,,,,,,,
1515728172451,,,0,442,405,-,,,,,,,,,
1515728172515,6.0,22.0,0,442,405,,,,,,,,,,
1515728172619,7.0,22.0,0,442,405,,,,,,,,,,
1515728172651,,,0,442,405,-,,,,,,,,,
1515728172725,6.0,22.0,0,442,405,,,,,,,,,,
1515728172829,7.0,22.0,0,442,405,,,,,,,,,,
1515728172851,,,0,442,405,-,,,,,,,,,
1515728172936,6.0,22.0,0,442,405,,,,,,,,,,
1515728173040,7.0,22.0,0,442,405,,,,,,,,,,
1515728173048,,,0,442,405,-,,,,,,,,,
1515728173146,6.0,22.0,0,442,405,,,,,,,,,,
1515728173249,,,0,442,405,-,,,,,,,,,
1515728173251,7.0,22.0,0,442,405,,,,,,,,,,
1515728173353,6.0,22.0,0,442,405,,,,,,,,,,
1515728173452,,,0,442,405,-,,,,,,,,,
1515728173460,7.0,22.0,0,442,405,,,,,,,,,,
1515728173564,6.0,22.0,0,442,405,,,,,,,,,,
1515728173651,,,0,442,405,-,,,,,,,,,
1515728173672,7.0,22.0,0,442,405,,,,,,,,,,
1515728173779,6.0,22.0,0,442,405,,,,,,,,,,
1515728173851,,,0,442,405,-,,,,,,,,,
1515728173886,7.0,22.0,0,442,405,,,,,,,,,,
1515728173990,6.0,22.0,0,442,405,,,,,,,,,,
1515728174048,,,0,442,405,-,,,,,,,,,
1515728174094,7.0,22.0,0,442,405,,,,,,,,,,
1515728174199,6.0,22.0,0,442,405,,,,,,,,,,
1515728174248,,,0,442,405,-,,,,,,,,,
1515728174306,7.0,22.0,0,442,405,,,,,,,,,,
1515728174410,6.0,22.0,0,442,405,,,,,,,,,,
1515728174449,,,0,442,405,-,,,,,,,,,
1515728174515,7.0,22.0,0,442,405,,,,,,,,,,
1515728174617,6.0,22.0,0,442,405,,,,,,,,,,
1515728174648,,,0,442,405,-,,,,,,,,,
1515728174725,7.0,22.0,0,442,405,,,,,,,,,,
1515728174841,,,1,442,469,12,,,,,,,,,
1515728174841,,,2,442,469,-,,,,,,,,,
1515728174844,,,3,442,469,10,,,,,,,,,
1515728175047,,,0,442,469,-,,,,,,,,,
1515728175248,,,0,442,469,-,,,,,,,,,
1515728175452,,,0,442,469,-,,,,,,,,,
1515728175647,,,0,442,469,-,,,,,,,,,
1515728175665,6.0,23.0,0,442,469,,,,,,,,,,
1515728175770,7.0,23.0,0,442,469,,,,,,,,,,
1515728175847,,,0,442,469,-,,,,,,,,,
1515728175877,6.0,23.0,0,442,469,,,,,,,,,,
1515728175982,7.0,23.0,0,442,469,,,,,,,,,,
1515728176049,,,0,442,469,-,,,,,,,,,
1515728176087,6.0,23.0,0,442,469,,,,,,,,,,
1515728176190,7.0,23.0,0,442,469,,,,,,,,,,
1515728176247,,,0,442,469,-,,,,,,,,,
1515728176297,6.0,23.0,0,442,469,,,,,,,,,,
1515728176400,7.0,23.0,0,442,469,,,,,,,,,,
1515728176450,,,0,442,469,-,,,,,,,,,
1515728176506,6.0,23.0,0,442,469,,,,,,,,,,
1515728176614,7.0,23.0,0,442,469,,,,,,,,,,
1515728176650,,,0,442,469,-,,,,,,,,,
1515728176719,6.0,23.0,0,442,469,,,,,,,,,,
1515728176823,7.0,23.0,0,442,469,,,,,,,,,,
1515728176851,,,0,442,469,-,,,,,,,,,
1515728176928,6.0,23.0,0,442,469,,,,,,,,,,
1515728177034,7.0,23.0,0,442,469,,,,,,,,,,
1515728177048,,,0,442,469,-,,,,,,,,,
1515728177140,6.0,23.0,0,442,469,,,,,,,,,,
1515728177244,7.0,23.0,0,442,469,,,,,,,,,,
1515728177247,,,0,442,469,-,,,,,,,,,
1515728177351,6.0,23.0,0,442,469,,,,,,,,,,
1515728177451,,,0,442,469,-,,,,,,,,,
1515728177458,7.0,23.0,0,442,469,,,,,,,,,,
1515728177565,6.0,23.0,0,442,469,,,,,,,,,,
1515728177648,,,0,442,469,-,,,,,,,,,
1515728177671,7.0,23.0,0,442,469,,,,,,,,,,
1515728177776,6.0,23.0,0,442,469,,,,,,,,,,
1515728177849,,,0,442,469,-,,,,,,,,,
1515728177883,7.0,23.0,0,442,469,,,,,,,,,,
1515728177986,6.0,23.0,0,442,469,,,,,,,,,,
1515728178048,,,0,442,469,-,,,,,,,,,
1515728178094,7.0,23.0,0,442,469,,,,,,,,,,
1515728178197,,,1,45,468,-,,,,,,,,,
1515728178200,,,1,29,478,-,,,,,,,,,
1515728178218,,,1,16,490,-,,,,,,,,,
1515728178310,,,1,442,532,12,,,,,,,,,
1515728178311,,,2,442,532,-,,,,,,,,,
1515728178312,,,3,442,532,10,,,,,,,,,
