Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515651496080,,,1,768,169,-,320.65625,667.1875,618.65625,705.1875,1515651496050.0,0.0,,0.0,0.0
1515651496092,,,1,794,174,-,,,,,,,,,
1515651496123,,,1,833,175,-,,,,,,,,,
1515651496128,,,1,849,174,-,,,,,,,,,
1515651496141,,,1,862,173,-,,,,,,,,,
1515651496154,,,1,867,172,-,,,,,,,,,
1515651496341,,,1,867,178,-,,,,,,,,,
1515651496365,,,1,849,187,-,,,,,,,,,
1515651496380,,,1,834,195,-,,,,,,,,,
1515651496391,,,1,813,203,-,,,,,,,,,
1515651496408,,,1,799,208,-,,,,,,,,,
1515651496424,,,1,785,211,-,,,,,,,,,
1515651496441,,,1,766,211,-,,,,,,,,,
1515651496458,,,1,754,208,-,,,,,,,,,
1515651496475,,,1,733,206,-,,,,,,,,,
1515651496492,,,1,694,201,-,,,,,,,,,
1515651496509,,,1,671,197,-,,,,,,,,,
1515651496525,,,1,648,192,-,,,,,,,,,
1515651496541,,,1,620,184,-,,,,,,,,,
1515651496558,,,1,599,174,-,,,,,,,,,
1515651496575,,,1,580,163,-,,,,,,,,,
1515651496592,,,1,571,157,-,,,,,,,,,
1515651496608,,,1,563,152,-,,,,,,,,,
1515651496626,,,1,545,144,-,,,,,,,,,
1515651496642,,,1,533,139,-,,,,,,,,,
1515651496658,,,1,518,132,-,,,,,,,,,
1515651496675,,,1,497,122,-,,,,,,,,,
1515651496692,,,1,495,121,12,,,,,,,,,
1515651496728,,,2,495,121,-,,,,,,,,,
1515651496813,,,3,495,121,10,,,,,,,,,
1515651496945,,,1,495,122,-,,,,,,,,,
1515651496959,,,1,495,122,-,,,,,,,,,
1515651496975,,,1,496,123,-,,,,,,,,,
1515651497014,,,1,496,124,-,,,,,,,,,
1515651497024,,,1,497,125,-,,,,,,,,,
1515651497045,,,1,497,125,-,,,,,,,,,
1515651497058,,,1,497,125,-,,,,,,,,,
1515651497075,,,1,497,126,-,,,,,,,,,
1515651497091,,,1,498,127,-,,,,,,,,,
1515651497109,,,1,498,127,-,,,,,,,,,
1515651497125,,,1,498,128,-,,,,,,,,,
1515651497143,,,1,498,128,-,,,,,,,,,
1515651497158,,,1,498,128,12,,,,,,,,,
1515651497453,,,0,498,128,-,,,,,,,,,
1515651497510,,,1,498,128,-,,,,,,,,,
1515651497529,,,1,498,129,-,,,,,,,,,
1515651497541,,,1,498,131,-,,,,,,,,,
1515651497558,,,1,498,132,-,,,,,,,,,
1515651497575,,,1,498,135,-,,,,,,,,,
1515651497592,,,1,498,139,-,,,,,,,,,
1515651497608,,,1,498,140,-,,,,,,,,,
1515651497667,,,1,497,144,12,,,,,,,,,
1515651498052,,,0,497,144,-,,,,,,,,,
1515651498147,,,3,483,134,10,,,,,,,,,
1515651498323,,,1,484,134,-,,,,,,,,,
1515651498329,,,1,487,134,-,,,,,,,,,
1515651498342,,,1,491,134,-,,,,,,,,,
1515651498358,,,1,499,134,-,,,,,,,,,
1515651498402,,,1,504,134,-,,,,,,,,,
1515651498415,,,1,639,132,-,,,,,,,,,
1515651498425,,,1,662,132,-,,,,,,,,,
1515651498442,,,1,727,136,-,,,,,,,,,
1515651498458,,,1,757,139,-,,,,,,,,,
1515651498476,,,1,790,144,-,,,,,,,,,
1515651498492,,,1,805,147,-,,,,,,,,,
1515651498508,,,1,818,152,-,,,,,,,,,
1515651498525,,,1,833,157,-,,,,,,,,,
1515651498542,,,1,843,159,-,,,,,,,,,
1515651498559,,,1,849,160,-,,,,,,,,,
1515651498575,,,1,861,161,-,,,,,,,,,
1515651498592,,,1,867,162,12,,,,,,,,,
1515651498856,,,0,867,162,-,,,,,,,,,
1515651499055,,,0,867,162,-,,,,,,,,,
1515651499257,,,0,867,162,-,,,,,,,,,
1515651499453,,,0,867,162,-,,,,,,,,,
1515651499654,,,0,867,162,-,,,,,,,,,
1515651499857,,,0,867,162,-,,,,,,,,,
1515651500053,,,0,867,162,-,,,,,,,,,
1515651500253,,,0,867,162,-,,,,,,,,,
1515651500452,,,0,867,162,-,,,,,,,,,
1515651500653,,,0,867,162,-,,,,,,,,,
1515651500852,,,0,867,162,-,,,,,,,,,
1515651501056,,,0,867,162,-,,,,,,,,,
1515651501253,,,0,867,162,-,,,,,,,,,
1515651501455,,,0,867,162,-,,,,,,,,,
1515651501655,,,0,867,162,-,,,,,,,,,
1515651501855,,,0,867,162,-,,,,,,,,,
1515651502056,,,0,867,162,-,,,,,,,,,
1515651502255,,,0,867,162,-,,,,,,,,,
1515651502454,,,0,867,162,-,,,,,,,,,
1515651502656,,,0,867,162,-,,,,,,,,,
1515651502855,,,0,867,162,-,,,,,,,,,
1515651503055,,,0,867,162,-,,,,,,,,,
1515651503253,,,0,867,162,-,,,,,,,,,
1515651503455,,,0,867,162,-,,,,,,,,,
1515651503657,,,0,867,162,-,,,,,,,,,
1515651503855,,,0,867,162,-,,,,,,,,,
1515651504053,,,0,867,162,-,,,,,,,,,
1515651504257,,,0,867,162,-,,,,,,,,,
1515651504456,,,0,867,162,-,,,,,,,,,
