Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518090149688,709,263,830,407,565,389,0,0,1
0,1,1518090149690,707,263,830,407,565,389,0,0,1
0,1,1518090149698,706,263,830,407,565,389,0,0,1
0,1,1518090149702,705,263,830,407,565,389,0,0,1
0,1,1518090149718,703,264,830,407,565,389,0,0,1
0,1,1518090149718,702,264,830,407,565,389,0,0,1
0,1,1518090149732,700,266,830,407,565,389,0,0,1
0,1,1518090149734,697,268,830,407,565,389,0,0,1
0,1,1518090149752,692,272,830,407,565,389,0,0,1
38,1,1518090149761,690,274,830,407,565,389,0,0,1
0,0,1518090149995,690,274,830,407,565,389,0,0,1
0,1,1518090150456,690,275,830,407,565,389,0,0,1
0,1,1518090150467,690,276,830,407,565,389,0,0,1
0,1,1518090150472,691,279,830,407,565,389,0,0,1
0,1,1518090150483,693,281,830,407,565,389,0,0,1
0,1,1518090150488,694,283,830,407,565,389,0,0,1
0,1,1518090150500,695,285,830,407,565,389,0,0,1
0,1,1518090150790,704,300,830,407,565,389,0,0,1
0,1,1518090150947,704,302,830,407,565,389,0,0,1
0,1,1518090150953,704,306,830,407,565,389,0,0,1
0,1,1518090150962,704,309,830,407,565,389,0,0,1
0,1,1518090150969,704,313,830,407,565,389,0,0,1
0,1,1518090150977,703,317,830,407,565,389,0,0,1
0,1,1518090150986,703,320,830,407,565,389,0,0,1
0,1,1518090150994,703,324,830,407,565,389,0,0,1
0,1,1518090151003,703,332,830,407,565,389,0,0,1
0,1,1518090151009,703,341,830,407,565,389,0,0,1
0,1,1518090151018,703,348,830,407,565,389,0,0,1
0,1,1518090151025,703,356,830,407,565,389,0,0,1
0,1,1518090151034,703,359,830,407,565,389,0,0,1
0,1,1518090151041,703,370,830,407,565,389,0,0,1
0,1,1518090151053,703,373,830,407,565,389,0,0,1
0,1,1518090151057,703,379,830,407,565,389,0,0,1
0,1,1518090151068,703,383,830,407,565,389,0,0,1
0,1,1518090151073,703,387,830,407,565,389,0,0,1
0,1,1518090151085,703,391,830,407,565,389,0,0,1
0,1,1518090151089,703,394,830,407,565,389,0,0,1
0,1,1518090151102,703,397,830,407,565,389,0,0,1
0,1,1518090151105,703,399,830,407,565,389,0,0,1
0,1,1518090151119,703,400,830,407,565,389,0,0,1
0,1,1518090151122,703,401,830,407,565,389,0,0,1
0,1,1518090151131,703,402,830,407,565,389,0,0,1
0,1,1518090151137,703,402,830,407,565,389,0,0,1
0,1,1518090151146,703,403,830,407,565,389,0,0,1
0,1,1518090151153,703,404,830,407,565,389,0,0,1
0,1,1518090151162,703,404,830,407,565,389,0,0,1
0,1,1518090151171,703,405,830,407,565,389,0,0,1
0,1,1518090151177,703,405,830,407,565,389,0,0,1
0,1,1518090151185,702,407,830,407,565,389,0,0,1
0,1,1518090151194,701,407,830,407,565,389,0,0,1
0,1,1518090151202,700,409,830,407,565,389,0,0,1
0,1,1518090151210,699,410,830,407,565,389,0,0,1
0,1,1518090151220,698,412,830,407,565,389,0,0,1
0,1,1518090151226,697,413,830,407,565,389,0,0,1
38,1,1518090151235,697,414,830,407,565,389,0,0,1
0,2,1518090151390,697,414,830,407,565,389,0,0,1
36,3,1518090151399,697,414,830,407,565,389,0,0,1
