Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515998957663,,,1,398,85,-,292.65625,512.875,590.65625,550.875,1515998957563.0,1.0,,0.0,0.0
1515998957694,,,1,432,82,-,,,,,,,,,
1515998957704,,,1,456,76,-,,,,,,,,,
1515998957721,,,1,481,66,-,,,,,,,,,
1515998957736,,,1,495,58,-,,,,,,,,,
1515998957754,,,1,507,46,-,,,,,,,,,
1515998957770,,,1,514,34,-,,,,,,,,,
1515998957786,,,1,517,20,-,,,,,,,,,
1515998957803,,,1,519,7,-,,,,,,,,,
1515998958089,,,1,635,13,-,,,,,,,,,
1515998958098,,,1,635,13,-,,,,,,,,,
1515998958115,,,1,609,74,-,,,,,,,,,
1515998958131,,,1,569,140,-,,,,,,,,,
1515998958148,,,1,552,162,-,,,,,,,,,
1515998958165,,,1,534,182,-,,,,,,,,,
1515998958181,,,1,515,195,-,,,,,,,,,
1515998958307,,,1,520,193,-,,,,,,,,,
1515998958322,,,1,538,186,-,,,,,,,,,
1515998958339,,,1,563,185,-,,,,,,,,,
1515998958356,,,1,630,185,-,,,,,,,,,
1515998958373,,,1,706,199,-,,,,,,,,,
1515998958390,,,1,767,212,12,,,,,,,,,
1515998958783,,,0,767,212,-,,,,,,,,,
1515998958784,,,1,510,583,-,,,,,,,,,
1515998958799,,,1,491,566,-,,,,,,,,,
1515998958817,,,1,478,553,-,,,,,,,,,
1515998958834,,,1,463,536,-,,,,,,,,,
1515998958850,,,1,450,526,-,,,,,,,,,
1515998958867,,,1,432,509,-,,,,,,,,,
1515998958883,,,1,421,498,-,,,,,,,,,
1515998958900,,,1,410,488,-,,,,,,,,,
1515998958917,,,1,392,471,-,,,,,,,,,
1515998958934,,,1,381,459,-,,,,,,,,,
1515998958950,,,1,371,449,-,,,,,,,,,
1515998958968,,,1,359,431,-,,,,,,,,,
1515998958984,,,1,340,411,-,,,,,,,,,
1515998959000,,,1,321,391,-,,,,,,,,,
1515998959017,,,1,305,377,-,,,,,,,,,
1515998959032,,,1,442,341,12,,,,,,,,,
1515998959032,,,2,442,341,-,,,,,,,,,
1515998959035,,,3,442,341,10,,,,,,,,,
1515998959383,,,0,442,341,-,,,,,,,,,
1515998959585,,,0,442,341,-,,,,,,,,,
