Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515747510902,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515747510658.0,1.0,,0.0,0.0
1515747511101,,,0,0,0,-,,,,,,,,,
1515747511300,,,0,0,0,-,,,,,,,,,
1515747511499,,,0,0,0,-,,,,,,,,,
1515747511700,,,0,0,0,-,,,,,,,,,
1515747511808,,,1,573,599,-,,,,,,,,,
1515747511823,,,1,556,589,-,,,,,,,,,
1515747511840,,,1,546,575,-,,,,,,,,,
1515747511856,,,1,532,556,-,,,,,,,,,
1515747511873,,,1,517,537,-,,,,,,,,,
1515747511890,,,1,500,522,-,,,,,,,,,
1515747511907,,,1,490,508,-,,,,,,,,,
1515747511923,,,1,474,497,-,,,,,,,,,
1515747511940,,,1,462,480,-,,,,,,,,,
1515747511956,,,1,442,461,-,,,,,,,,,
1515747511973,,,1,426,441,-,,,,,,,,,
1515747511990,,,1,411,423,-,,,,,,,,,
1515747512007,,,1,393,408,-,,,,,,,,,
1515747512024,,,1,383,394,-,,,,,,,,,
1515747512040,,,1,370,374,-,,,,,,,,,
1515747512058,,,1,350,357,-,,,,,,,,,
1515747512072,,,1,442,341,12,,,,,,,,,
1515747512073,,,2,442,341,-,,,,,,,,,
1515747512075,,,3,442,341,10,,,,,,,,,
1515747512302,,,0,442,341,-,,,,,,,,,
1515747512504,,,0,442,341,-,,,,,,,,,
1515747512699,,,0,442,341,-,,,,,,,,,
1515747512886,6.0,22.0,0,442,341,,,,,,,,,,
1515747512902,,,0,442,341,-,,,,,,,,,
1515747512993,7.0,22.0,0,442,341,,,,,,,,,,
1515747513099,,,0,442,341,-,,,,,,,,,
1515747513100,6.0,22.0,0,442,341,,,,,,,,,,
1515747513205,7.0,22.0,0,442,341,,,,,,,,,,
1515747513301,,,0,442,341,-,,,,,,,,,
1515747513312,6.0,22.0,0,442,341,,,,,,,,,,
1515747513420,7.0,22.0,0,442,341,,,,,,,,,,
1515747513501,,,0,442,341,-,,,,,,,,,
1515747513524,6.0,22.0,0,442,341,,,,,,,,,,
1515747513632,7.0,22.0,0,442,341,,,,,,,,,,
1515747513702,,,0,442,341,-,,,,,,,,,
1515747513740,6.0,22.0,0,442,341,,,,,,,,,,
1515747513850,7.0,22.0,0,442,341,,,,,,,,,,
1515747513899,,,0,442,341,-,,,,,,,,,
1515747513958,6.0,22.0,0,442,341,,,,,,,,,,
1515747514072,7.0,22.0,0,442,341,,,,,,,,,,
